Company Name,Website,Location,City,State/Province,Country,Booth,Hall,Description
Exia Labs,https://www.exialabs.com,"Seattle, WA, United States",Seattle,WA,United States,3703,Hall ABC,"Exia Labs enables warfighters and autonomous systems to make better decisions faster. We adapt cutting-edge commercial game technologies—such as NPC behavior simulation, navigation meshes, and immersive environments—to address the toughest challenges in defense and homeland security."
Fairwinds Technologies LLC,https://www.fairwinds-tech.com/,"Aberdeen Proving Ground, MD, United States",Aberdeen Proving Ground,MD,United States,3554,Hall ABC,"Founded in 2016, Fairwinds Technologies LLC (FWT) is a USA engineering company specializing in Satellite Communications (SATCOM), Radio Frequency Transmission Systems, Network Design, Systems Integration and Digital Signal Processing (DSP) technologies for Command, Control, Communications, and Computer (C4) systems used in austere military environments."
Falck-Schmidt corp,https://www.falck-schmidt.systems/,United States,,,United States,6554,Hall DE,"Falck-Schmidt is a global leader in the design, development, production, support and sustainment of elevated mast systems. Our focus is to partner with our customers to deliver a system platform that ensures and enhances the capabilities and requirements of the customer’s needs."
FalCom,https://falcom.net,United States,,,United States,1703,Hall ABC,"FalCom is an advanced hearing protection solution enabling special operations, military, law enforcement & security personnel to communicate in the most extreme environments – all while providing world-class hearing protection."
"FAUN Trackway USA, Inc.",https://www.fauntrackway.com,"Arlington, VA, United States",Arlington,VA,United States,3047,Hall ABC,"FAUN Trackway USA, Inc. is the global leader in the design, manufacture and supply of access terrain systems for ground stabilization. Our innovative, in-house engineers create world leading solutions for Airfield Damage Repair, UAV and Aircraft Landing Mats and Helicopter Landing Mats, tried and tested by armed forces worldwide."
FDH Aero,https://fdhaero.com,"FD, USA",,FD,USA,6613,Hall DE,"FDH Aero is a trusted global supply chain solutions partner shaping the aviation industry by simplifying the supply chain. It offers hardware, electrical, chemicals, consumable products and value-added services, FDH has 15 global locations, 1,500+ best-in-industry employees & 650,000+ square feet of inventory space."
Ferra,https://www.ferra-group.com,USA,,,USA,525,Hall ABC,"Ferra is a global aerospace, defense and space company specializing in the design, manufacture, assembly, integration and sustainment of complex Aero-Mechanical, Structural and Weapon Systems for strategic platforms. Headquartered in Brisbane, Australia, Ferra has multiple facilities around the world including the United States and India."
Fibrotex USA. Inc.,https://www.fibrotexusa.com,"Stearns, KY, United States",Stearns,KY,United States,3555,Hall ABC,
FIONSYSTEMS INC.,https://www.fionsystems.com,USA,,,USA,7519,Hall DE,"FIONSYSTEMS, Inc. is a specialized company of anti-drone system based on AI & AESA radar technology, we provide total anti-drone system consisting of AESA 3D radar, RF communication detector, jammers, EO/IR camera and operation software. Our system provide intelligent function such as AI object detection and classification."
"Fischer Connectors, Inc.",https://www.fischerconnectors.com,"Alpharetta, GA, United States",Alpharetta,GA,United States,1948,Hall ABC,"Fischer Connectors powers the Next Generation Command and Control (NGC2) ecosystem with rugged, high-performance connectivity solutions for modern defense operations."
Fischer Panda Generators,https://fischerpanda.com,"Pompano Beach, FL, United States",Pompano Beach,FL,United States,6852,Hall DE,
Fisher Space Pen,https://www.spacepen.com,"Boulder City, NV, United States",Boulder City,NV,United States,538,Hall ABC,"American made pens that withstand extreme conditions such as writing under water, extreme temperatures (+250 F to -30 F/121 to -30 C), over grease, on rubber, almost any surface and at any angle – even upside down!"
Fivecast,https://fivecast.com,"Arlington, VA, United States",Arlington,VA,United States,525,Hall ABC,"Fivecast is a world-leading provider of digital intelligence solutions that enable the world’s most important public and private organizations to explore masses of data, uncovering actionable insights which are critical to protecting global communities."
Fluor,https://www.fluor.com,"Greenville, SC, United States",Greenville,SC,United States,1909,Hall ABC,"At Fluor, we design and build the world's toughest projects. We provide professional and technical solutions to deliver safe, well-executed, capital-efficient engineering, procurement and construction (EPC) projects to clients globally."
Galvion,https://www.galvion.com,"Portsmouth, NH, United States",Portsmouth,NH,United States,643,Hall ABC,"Galvion exists to empower military and tactical missions around the world. Our Tactical Head Solutions and Power & Data Systems divisions work independently as well as collaboratively to design, develop and deliver integrated, purpose-built solutions that enhance the agility and survivability of the modern warfighter and other demanding end-users."
Game Ready by Avanos Medical,https://www.gameready.com,"Alpharetta, GA, United States",Alpharetta,GA,United States,7027,Hall DE,"Game Ready* is an injury and post-op treatment system of choice for thousands of orthopedic specialists, physical therapists, athletic trainers, and professional sports teams around the world."
GE Aerospace,https://www.geaerospace.com,"GE, USA",,GE,USA,1015,Hall ABC,"GE Aerospace is a world-leading provider of jet and turboshaft engines, components and systems for commercial and military aircraft with a global service network to support these offerings. GE Aerospace and its joint ventures have an installed base of more than 39,000 commercial and 26,000 military aircraft engines."
Gemstar Protective Hard Cases,https://www.gemstarmfg.com,"Cannon Falls, MN, United States",Cannon Falls,MN,United States,3925,Hall ABC,"Gemstar® manufactures hard plastic cases to meet your most extreme demands and protection requirements. We have hundreds of sizes to pack, protect, and organize your mission-critical cargo, tested to meet the most rigorous military standards. Gemstar offers the innovation, experts, and service to provide you trust for the long haul."
General Atomics,https://www.ga.com,"Poway, CA, United States",Poway,CA,United States,2725,Hall ABC,"GA-EMS’ hypersonics, precision-guided projectiles, missile subsystems, advanced electronics, scalable laser weapon systems, and ISR capabilities support the Army’s modernization roadmap and electrification of platforms. General Atomics Aeronautical Systems, Inc. is the world’s foremost designer and manufacturer of proven, reliable Unmanned Aircraft Systems, including MQ-1C Gray Eagle 25M. www.ga-asi.com"
General Digital,https://www.generaldigital.com,"East Hartford, CT, United States",East Hartford,CT,United States,613,Hall ABC,"Since 1973, General Digital has engineered fully tailored, rugged display systems, workstations, keyboards, power supplies, and electronics for naval, defense, and mission-critical applications. Built in the USA, each product is optimized for extreme environments, featuring waterproof, sealed enclosures, advanced thermal management, EMI shielding, and built to meet military standards."
GENERAL DIRECTORATE FOR DEFENSE INVESTMENTS AND ARMAMENTS (GDDIA),https://www.gdaee.mil.gr/en/,Greece,,,Greece,7219,Hall DE,"GDDIA is the Hellenic Government agency responsible for the program management, development and purchase of weapon systems for the Hellenic Armed Forces. Responsible for planning and implementation of decisions on Defense Programs and Contracts, Procurement of major or other material, Offsets programs, Quality Assurance, Defense and Technological Research issues."
General Dynamics Information Technology,https://www.gdit.com,"General Dynamics Information Technology, GD, USA",General Dynamics Information Technology,GD,USA,6241,Hall DE,"GDIT is a global technology and professional services company that delivers solutions, technology and mission services to every major agency across the U.S. government, defense and intelligence community. We operate across 50+ countries worldwide, offering leading capabilities in digital modernization, AI/ML, Cloud, Cyber and application development."
General Dynamics Land Systems,https://www.gdls.com,"Sterling Heights, MI, United States",Sterling Heights,MI,United States,6027,Hall DE,"General Dynamics Land Systems is a global leader in the design, development, production and support of ground combat vehicles and leading-edge software solutions. Delivering next-generation products to those who defend freedom around the world, the company's latest breakthrough innovations include advanced electronic architecture, artificial intelligence and robotic technologies."
General Dynamics Mission Systems,https://www.gdmissionsystems.com,"Chantilly, VA, United States",Chantilly,VA,United States,6227,Hall DE,"General Dynamics Mission Systems provides mission critical solutions to those who lead, serve and protect the world we live in. We are a technology integrator and original equipment manufacturer with deep domain expertise in ground, sea, air, space and cyberspace. Our technology and products are often built into platforms."
General Dynamics Ordnance and Tactical Systems,https://www.gd-ots.com,"Saint Petersburg, FL, United States",Saint Petersburg,FL,United States,6041,Hall DE,"General Dynamics - OTS is a global systems developer and manufacturer of munitions, weapons and tactical systems across the entire air, land, and sea battle spectrum. It is the purpose of GD–OTS to empower the United States Armed Forces and its Allies through readiness and innovation to protect the warfighter."
"General Micro Systems, Inc.",https://www.gms4sbc.com,"Rancho Cucamonga, CA, United States",Rancho Cucamonga,CA,United States,8407,Hall DE,"GMS is showcasing rugged edge X9 Mission Computer, Server, AI Computer, and Thunderbolt™ 4 Display/Tablet modules for soldiers and high-performance applications. The MOSA-based X9 Spider modules and OpenVPX products feature open standard 100Gb Ethernet, 40 Gbps Thunderbolt™ 4, USB 4, Intel® and Nvidia® processors, and NSA-certified secure storage."
Genesis Systems LLC,https://www.genesisarms.com,"Coeur D Alene, ID, United States",Coeur D Alene,ID,United States,3703,Hall ABC,
Gentex Corporation / Ops-Core,https://www.gentexcorp.com,"Carbondale, PA, United States",Carbondale,PA,United States,8219,Hall DE,"Industry leading protection and a unique modular, scalable design, helmet system components seamlessly integrate to deliver true system level performance. Ops-Core is part of Gentex Corporation's comprehensive line of helmet systems for defense, law enforcement and emergency personnel."
Georgia Tech Research Institute,https://www.gtri.gatech.edu,"Atlanta, MD, United States",Atlanta,MD,United States,1261,Hall ABC,"Georgia Tech Research Institute (GTRI) develops advanced technological solutions and large-scale system prototypes to address the most difficult problems in national security, economic development and the overall human betterment. Core research areas include complex and agile systems engineering, sensor design and integration, information management and cybersecurity, and defense technology development."
Gevasol Octal Solutions,https://www.octalcorporation.com,"Teaneck, NJ, United States",Teaneck,NJ,United States,542,Hall ABC,"Motion & fluid control components and integrated electromechanical systems for precision control in harsh environments. Specializing in custom servo motors, actuators, high power drives, BLDC motor assembly, brake & steering systems, exhaust systems, radar system cooling components, armament fabrication, simulator controls, wiring and harnesses, & integrated assemblies"
Ghost Robotics,https://www.ghostrobotics.io,"Michael Subhan, CM, United States",Michael Subhan,CM,United States,4125,Hall ABC,"Philadelphia, PA based Ghost Robotics develops agile and ruggedized Quadrupedal Unmanned Ground Vehicles, or Q-UGV's. Ghost’s Q-UGVs not only manage unstructured terrain well but are built for demanding customers in demanding environments. To learn more about Ghost Robotics, visit www.ghostrobotics.io"
GICAT,https://gicat.com/,USA,,,USA,2640,Hall ABC,"GICAT, a trade association founded in 1978, has almost 480 members: major groups, ETIs, SMEs and start-ups. Its members cover a broad spectrum of industrial, research, service and consultancy activities for national and international military and civilian components involved in land and air-land security and/or defense."
Gladiator Technologies,https://www.gladiatortechnologies.com,"Snoqualmie, WA, United States",Snoqualmie,WA,United States,3703,Hall ABC,
"Glenair, Inc.",https://www.glenair.com/,"Glendale, CA, United States",Glendale,CA,United States,547,Hall ABC,"Glenair, a leading manufacturer of cutting-edge connector, accessory technologies and integrated systems for the warfighter. STAR-PAN, Mighty Mouse and SuperNine are just a few of the products designed for this severe, Mission-Critical Military Environment. Start to End Engineering support."
Global Military Products,https://globalmilitaryproducts.com/,"Tampa, FL, United States",Tampa,FL,United States,943,Hall ABC,"Global Military Products, Inc., a subsidiary of Global Ordnance, LLC, specializes in systems integration, engineering, and program management for DoD weapons and ammunition programs, and the sourcing, logistics and delivery of standard and non-standard weapon systems, ammunition, and energetics to the U.S. Government and our allies."
Global SOF Foundation,https://www.gsof.org,"Tampa, FL, United States",Tampa,FL,United States,3955,Hall ABC,"The Global Special Operations Forces (SOF) Foundation (GSOF) is a 501(c)(3) non-profit organization that aims to build and grow an international network of military, government, commercial, and educational stakeholders in order to advance SOF capabilities and partnerships to confront global and networked threats. GSOF has over 7,200 members globally."
Global Technical Systems,https://gts.us.com/,"Virginia Beach, VA, United States",Virginia Beach,VA,United States,6154,Hall DE,"Advanced engineering solutions for defense, homeland security and other critically important government interests. Global Technical Systems (GTS) provides innovative, cost-effective, high-tech engineering products and product-based services. These products and services encompass the latest generation software/hardware solutions, as well as engineering services for defense, homeland security, and other critical government interests."
"Globe Tech, LLC",https://www.globetech-us.com,"Plymouth, MI, United States",Plymouth,MI,United States,2854,Hall ABC,"Globe Tech, LLC, a Woman-Owned Small Business, specializing in engineering, fabrication, assembly, and complex weldments for the defense, commercial, and transportation markets. Located within 30 miles of the United States Army Tank-Automotive and Armaments Command (TACOM). Globe Tech is vertically integrated to provide our customers a multi-faceted experience."
GM Defense,https://www.gmdefensellc.com,"GM, USA",,GM,USA,8127,Hall DE,"GM Defense harnesses General Motors’ commercial capabilities to deliver innovation at speed. With proven diesel engines and advanced battery technology enabling Silent Drive and exportable power, we enhance stealth, lethality, and performance. Visit booth 8127 at AUSA to see how we customize proven technologies for global defense and government missions."
GME Pty Ltd.,https://www.gme.net.au,Australia,,,Australia,525,Hall ABC,"GME offers secure electronic design, prototyping, testing and manufacturing services to Defence and Defence Primes. This builds on our heritage of designing and manufacturing encrypted radios, antennas, and emergency location beacons."
"Golight, Inc.",https://www.golight.com,"Culbertson, NE, United States",Culbertson,NE,United States,2113,Hall ABC,"Golight, Inc.--Discover mission-ready remote-controlled lighting solutions engineered for the most demanding operations. Golight's high-performance spotlights deliver rugged reliability, precision control, and unmatched illumination. Designed for tactical vehicles and field use, our products empower defense professionals worldwide. Visit our booth to see how Golight enhances visibility, safety, and mission"
Goodyear Tire & Rubber Co.,https://www.goodyear.com/gov,"Akron, OH, United States",Akron,OH,United States,8140,Hall DE,"Goodyear is the last American owned tire manufacture, and one of the largest suppliers of tires to the U.S. Military"
GORE-TEX Professional,https://www.goretexprofessional.com/defense-fabrics,"Newark, DE, United States",Newark,DE,United States,3503,Hall ABC,"GORE-TEX Fabrics for Defense will be showcasing innovative products designed to protect and support Armed Forces in extreme and unpredictable conditions. Leveraging our expertise in technical fabrics and comfort science, we are excited to highlight our latest systematic approach for integrated temperate weather clothing systems"
"goTenna, Inc.",https://www.gotenna.com,"Jersey City, NJ, United States",Jersey City,NJ,United States,6552,Hall DE,"goTenna provides lightweight, low-cost tactical radio devices and paired with easy-to-use mobile apps, enabling off-grid, long-range connectivity even without cell, WiFi or satellite."
Govini,https://www.govini.com,"Arlington, VA, United States",Arlington,VA,United States,6921,Hall DE,"Govini is a defense software company, and we built Ark. Ark offers a suite of AI-enabled Applications, powered by integrated government and commercial data, that accelerate the entire Defense Acquisition process."
Hanwha Defense USA,https://hanwhadefenseusa.com,"McLean, VA, United States",McLean,VA,United States,125,Hall ABC,"Hanwha Defense USA develops and supplies advanced ground and sea combat systems, including manned and unmanned platforms, artillery, and ammunition, to enhance the capabilities and survivability of military forces."
HDT Global,https://www.hdtglobal.com,"Anthony Petrone, VP, USA",Anthony Petrone,VP,USA,2039,Hall ABC,"HDT protects against enemy threats both domestically and on the battlefield. From deployable infrastructure solutions, liquid logistics and advanced air assurance systems to mission-critical combat vehicle subsystems and battle-proven robotic vehicles, our solutions are engineered to overcome the extreme."
Heckler & Koch Defense,https://www.hk-usa.com,"Columbus, GA, United States",Columbus,GA,United States,1515,Hall ABC,Heckler & Koch has been a leading designer and manufacturer of small arms and light weapons for law enforcement and military forces worldwide.
HELLENIC DEFENCE SYSTEMS SA,https://www.eas.gr,"Athens, GR 17237",Athens,,GR 17237,7219,Hall DE,"Hellenic Defence Systems SA (EAS) is a state-owned company supervised by the Hellenic Ministry of Defence. For 150 years EAS carries a strong reputation and longlasting history in the field of design, development, manufacturing and trading of NATO type ammunition, guns, weapon and missile systems."
Hendrickson,https://www.hendrickson-intl.com,"Woodridge, IL, United States",Woodridge,IL,United States,8427,Hall DE,"Hendrickson is a leading global manufacturer and supplier of medium and heavy-duty mechanical, elastomeric, and air suspensions; integrated and non-integrated axle and brake systems; tire pressure control systems; auxiliary lift axle systems; parabolic and multi-leaf springs; stabilizers; bumpers; and components to the global commercial transportation industry."
HENSOLDT North America,https://www.hensoldt.net,"HE, United States",,HE,United States,1567,Hall ABC,"HENSOLDT North America's core competence is providing U.S. defense customers with solutions that meet their needs. We are a market leader of premium sensors for protection, surveillance and situational awareness to civilian and military forces, with a major footprint in the areas of global radar, optronics and electronic warfare."
Hewlett Packard Enterprise,https://www.hpe.com,"Reston, VA, United States",Reston,VA,United States,313,Hall ABC,"Hewlett Packard Enterprise is a global technology leader focused on developing intelligent solutions that allows government to capture, analyze and act upon data seamlessly from edge to cloud. HPE enables government to accelerate your digital transformation, remove operational complexity, and consume only what IT you need for mission success."
HGH,https://www.hgh-infrared.com/,"HG, USA",,HG,USA,457,Hall ABC,"HGH designs, manufactures and sells electro-optical test systems and 360° long-range passive sensors. Our advanced IR sensors, Spynel, provide 24/7 situational awareness with a 360° FOV human detection range up to 8km. Spynel is fully passive, with AI and TAK."
"High Impact Technology, LLC",https://www.hit-usa.com,"Salem, OR, United States",Salem,OR,United States,660,Hall ABC,"HIT has invented and fielded the industry leading standard of fuel protection utilizing it's unique exterior coating which has been deployed worldwide by all services of the US military and has also created a family of critical infrastructure protection technologies designed for extreme loading mitigation, modularization, and mobility."
HIROCO,https://www.hiroco.io,United States,,,United States,525,Hall ABC,"At Hiroco we build AI technology that finds the smartest way to move goods from A to B. With $2.3T lost globally to poor planning, Hiroco is changing the way in which supply chains operate."
Holmwood Highgate Pty Ltd,https://www.holmwoodhighgate.com.au,Australia,,,Australia,525,Hall ABC,"Holmwood Highgate is Australia’s No.1 manufacturer of Road Tankers and Aviation Refuellers. World leader in design and manufacture of military fuel and water systems that are deployable, ruggedized tanker and ISO modules"
Holosun Technologies Inc,https://www.holosun.com,"Luis Chirino, LE, USA",Luis Chirino,LE,USA,2152,Hall ABC,"Holosun... setting the standards for sighting systems with innovations such as; up to a 100,000 hr battery life, Solar Fail-Safe™ technology, our signature Multi-Reticle System (M.R.S.™), Shake Awake™ and much more! When compared to others, we believe you will agree with us when we say, “Holosun, Your Next Optic”."
Honeywell Aerospace Technologies,https://www.aerospace.honeywell.com,"Phoenix, AZ, United States",Phoenix,AZ,United States,7341,Hall DE,"Honeywell products, services and software solutions are found on virtually every defense and space aircraft in the world. With innovation that spans more than a century, our aim is to solve the greatest challenges our military customers face. Our technologies support multi-domain operations, deliver overmatch, agility, resilience and improved capabilities."
Horstman Group,https://www.horstmangroup.com,"Sterling Heights, MI, United States",Sterling Heights,MI,United States,1543,Hall ABC,"Horstman, a RENK Group Company, is the world’s leading supplier of suspension systems headquartered in the UK with business units in the USA and Canada. Recognized globally as the benchmark for suspension excellence since the 1920’s, we today work with more than 20 global Prime Contractors."
Hutchinson Industries,https://www.hutchinsoninc.com,"Trenton, NJ, United States",Trenton,NJ,United States,2503,Hall ABC,"Hutchinson delivers advanced solutions engineered for military wheeled and tracked vehicles. From troop carriers to tactical and combat support vehicles, our products ensure mobility, survivability, and reliability in the harshest conditions. When mission success is on the line, armed forces worldwide trust Hutchinson to keep their vehicles moving and performing."
Hyperformance Foundation,https://hyperformancefoundation.org/our-mission,"Duck River, ME, United States",Duck River,ME,United States,427,Hall ABC,"Our MISSION is to empower and uplift our nation's heroes through innovative sports and recreation programs. We are dedicated to enhancing the physical and mental well-being of all military personnel, veterans, first responders, their families, and the Families of the Fallen."
i3 Assembly LLC,https://www.i3technologygroup.com,"Binghamton, NY, United States",Binghamton,NY,United States,3757,Hall ABC,"i3 Assembly has offerings in multiple market segments within our 170,000 sq ft facility including: Cables and Harness Assembly, PCBA Prototype and production/vertical integration, Electromechanical Assembly (EMA/HLA) Box Builds, Custom Over-Molding including Injection/Compression/Transfer/Pour, Machine Braiding, Test Development, Enviromental Materials Test development and FA, Quick Turn Cables/harness and PCBA.."
IBM Corp,https://www.ibm.com/industries/federal,"IB, USA",,IB,USA,2225,Hall ABC,"IBM empowers federal agencies to unlock efficiency and innovation through trusted AI, modern data platforms, and intelligent automation. https://www.ibm.com/industries/federal"
IEC Infrared Systems / Precision Remotes,https://www.iecinfrared.com,"Middleburg Heights, OH, United States",Middleburg Heights,OH,United States,861,Hall ABC,"IEC Infrared Systems provide integrated imaging and defense solutions to protect land, sky, and sea. Our product range includes Counter-Unmanned Aerial Systems (C-UAS), Remotely Operated Weapon Systems (ROWS), along with advanced electro-optical surveillance solutions. Our systems are purpose-built to provide the highest level of performance in all environments."
IEE,https://www.ieeinc.com,"Steve Motter, VP, USA",Steve Motter,VP,USA,708,Hall ABC,"Since 1946, IEE has specialized in the design, test, support and fielding of display products for use in demanding military and aerospace applications worldwide. IEE has manufactured handheld, in-vehicle and airborne LCD displays for all military branches as well as leading aerospace firms. IEE is ISO 9001:2015 and AS9100D certified."
IMMI,https://www.imminet.com,"IM, USA",,IM,USA,8527,Hall DE,"IMMI® innovates, designs, tests, and manufactures a wide range of advanced safety solutions for the U.S. military, including 2-, 3-, 4-, 5-, and 6-point restraint systems, cargo securement devices, rollover protection, and airbag systems designed to keep those who serve our country safer."
"Inertial Labs, a VIAVI Solutions Company",https://inertiallabs.com/,"Paeonian Springs, VA, United States",Paeonian Springs,VA,United States,1362,Hall ABC,"Inertial Labs, a VIAVI Solutions Company with 20+ years of experience, designs and manufactures advanced IMUs, INSs, AHRSs, and sensor fusion solutions, including APNT, GNSS Tracking, LiDAR Scanning, ALTNAV, Visual and Programmable Navigation — delivering precise positioning, orientation, and navigation across industries."
Integrated Procurement Technologies (IPT),https://www.iptsb.com/,"Goleta, CA, United States",Goleta,CA,United States,3855,Hall ABC,"IPT is a premier aftermarket distribution and service provider strategically aligned with major OEMs to support military operators and end-users around the world. We provide comprehensive procurement and program solutions for spares support, repair/overhaul services and system-level retrofits and upgrades for a broad portfolio of air, land, and sea-based platforms."
Integris Composites,https://www.integriscomposites.com/,"Vienna, VA, United States",Vienna,VA,United States,2717,Hall ABC,"Integris Composites is the global strategic partner for armor systems and survivability solutions. As a leading supplier, Integris Composites provides lightweight composite armor solutions for defense and law enforcement applications across the globe for the following segments: Aerospace, Maritime, Land Vehicle and Personal Protection."
"Intellisense Systems, Inc.",https://www.intellisenseinc.com,"Torrance, CA, United States",Torrance,CA,United States,4005,Hall ABC,"Intellisense Systems, Inc. is a leading provider of advanced sensing and display solutions supporting a data continuum from acquisition to visualization. We enhance our hardware with software that adds intelligence to our systems and can turn raw data into useful information for improved decision making and process automation."
Intercontinental Hotels Group,https://www.ihgarmyhotels.com,"Intercontinental Hotels Group, IH, USA",Intercontinental Hotels Group,IH,USA,8208,Hall DE,"IHG Army Hotels provides on-post lodging to military, families and civilians through its nationally-recognized brands and amenities."
Interstate Connecting Components,https://www.connecticc.com,"Lumberton, NJ, United States",Lumberton,NJ,United States,1867,Hall ABC,"Interstate Connecting Components (ICC) specializes in the distribution of high-quality electronic connectors, components, and related products for the aerospace, military, and commercial industries. Known for its extensive inventory, expert technical support, and commitment to customer service, ICC ensures reliable solutions for critical connectivity challenges."
Intracom Defense S.A. (IDE),https://www.intracomdefense.com/,USA,,,USA,7219,Hall DE,"IDE is a highly acclaimed Defense Systems Company in Greece, with exports to quality-driven international customers in France, Germany, Indonesia, Israel, Lithuania, UK & USA. IDE utilizes high-end technologies in the design and development of advanced Missile Electronics, Tactical IP Communications, C4I, Surveillance, Hybrid Electric Power and Unmanned Systems."
Inventus Power,https://www.inventuspower.com,"Woodridge, IL, United States",Woodridge,IL,United States,1952,Hall ABC,"Inventus Power designs and manufactures custom, specialty, and standard battery packs, chargers & power supplies for extremely demanding military applications. We have 60+ years of proven experience solving challenges in smart, innovative ways across a wide range of DoD applications. We're an ITAR-compliant company with U.S. engineering & manufacturing."
INVISIO,https://www.invisio.com,USA,,,USA,1703,Hall ABC,"INVISIO systems deployed all over the world: Trusted by defense and police forces worldwide. INVISIO develops and sells advanced communication systems that enable professionals in noisy and mission critical environments to communicate, protect their hearing and work effectively. Additional information is available on the company's website www.invisio.com and SoMe channels."
"Iridium Communications, Inc.",https://www.iridium.com,"Mc Lean, VA, United States",Mc Lean,VA,United States,7305,Hall DE,"Iridium® provides secure access to the Iridium network anywhere on the planet. By maintaining a partnership with the U.S. Department of Defense for almost 20 years, Iridium has been able to provide robust, tactical, real-time voice connections, and low-latency data, all with a secure connection."
Isodyne Inc,https://www.isodyneinc.com,"Wichita, KS, United States",Wichita,KS,United States,7352,Hall DE,Isodyne develops and manufactures a patented Tool-Less Braid Termination System for EMI backshells specifically designed for wire harnesses requiring shielding for EMI/RFI or HERF and lightning protection. Both individual shields and overbraid are terminated at the backshell with one band improving electrical performance also allowing for ease of re-entry.
Isolation Dynamics Corporation,https://isolator.com/,"Aurora, IL, United States",Aurora,IL,United States,1667,Hall ABC,"Headquartered in Aurora, IL, IDC is a leader in the design, engineering, and manufacture of Shock & Vibration Isolation systems for both military and commercial applications. Specializing in rugged, all-metallic wire rope isolators, IDC has amassed an impressive list of shock qualified systems for all military branches."
ISYmap,https://www.isymap.com,USA,,,USA,2640,Hall ABC,"ISYmap manufacture innovative connected sensors and robots for radiological measurement in order to keep operators away from CBRN risks. We offer low SWaP (Size, Weight and Power) sensors for nuclear threat detection, assessment and mapping."
IT Cadre,https://www.itcadre.com,"IT, USA",,IT,USA,4308,Hall ABC,Visit IT Cadre’s booth #4308 to learn more about their SBIR Award and how their Visualization Engineering® methodology helps their clients achieve their most important transformational initiatives and programs.
ITI Engineering,https://itiengineering.com/,"IT, USA",,IT,USA,760,Hall ABC,"For over 20 years, ITI Engineering has supported the warfighter with custom-designed systems for aerospace training, mission planning, debriefing, and maintenance. We specialize in advanced data transfer products for the F-35 and other modern aircraft to ensure seamless communication between ground support and aircraft."
"ITT Cannon, Enidine, Koni Brands",https://www.ittcannon.com,"Irvine, CA, United States",Irvine,CA,United States,6713,Hall DE,"ITT’s Cannon, Enidine and Koni brand’s, are premier suppliers of Shock Absorbers, Vibration Isolation Devices, Interconnect Solutions and complex cables harnesses, ensure unwavering reliability across soldier-worn systems, airborne applications, military ground vehicles and communication systems."
IXI Technology,https://www.ixiew.com,"IX, USA",,IX,USA,3257,Hall ABC,"IXI EW designs and manufacturers Artificial Intelligence enabled Counter UAS (Drones) systems using RF receivers and transmitters. Systems are capable of integration with Radar, Optics, Acoustic and other systems. IXIEW’s systems detect and defeat drones in all environments and can be configured in directional, or omni-directional"
J3Seven,https://www.j3seven.com,USA,,,USA,525,Hall ABC,"J3Seven is a trusted Australian micro-systems integrator that provides cutting-edge products, training, maintenance and logistical services to Australian and international militaries, first responders, and other government agencies. As a 100% Australian veteran-owned business, we understand the operators, equipment, and environments our customers operate in."
Janes,https://www.janes.com,"Arlington, VA, United States",Arlington,VA,United States,4132,Hall ABC,"Janes validated defense, security, and geopolitical information, delivered through seamless digital platforms and system integrations, turns overwhelming data into clear, actionable intelligence and insights. By filling critical information gaps, Janes helps customers analyze threats, accelerate decisions, and stay ahead of emerging challenges."
Janusnet,https://www.janusnet.com,USA,,,USA,525,Hall ABC,
Jonathan Group®,https://www.jonathanengr.com,"Irvine, CA, United States",Irvine,CA,United States,1667,Hall ABC,"Jonathan Group® is an American engineering and manufacturing organization that specializes in mechanical packaging solutions for electronics systems. From VPX and SOSA-aligned chassis and backplanes, to shock qualified and electromagnetically shielded racks and enclosures, our products are specifically designed to protect critical electronics in all environments."
Junghans Defence,https://www.junghans-defence.com,USA,,,USA,2707,Hall ABC,"JUNGHANS Defence is a leading supplier in the field of ammunition fuzes and safety & arming devices. Our product range covers all types of ammunition fuzes, including a wide range of artillery and mortar fuzes, and fuzes for aircraft as well as for infantry grenades, rockets, missiles and torpedoes."
Kale Jet Motorlari Sanayi A.S.,https://kalejetengines.com/,USA,,,USA,413,Hall ABC,"Kale Jet Engines designs, develops and produces aero gas turbine engines, including but not limited to “expendable” / “attritable” turbojet/turbofan engines with compact designs and high thrust-to-weight ratios. We are focused on turbojet/turbofan engines for missile systems, and new generation drones."
KBR,https://www.kbr.com,"KB, USA",,KB,USA,2217,Hall ABC,"We deliver science, technology and engineering solutions to governments and companies around the world. KBR employs approximately 38,000 people worldwide with customers in more than 80 countries and operations in over 30 countries. Visit www.kbr.com"
Kearfott Corporation,https://www.kearfott.com,"Pine Brook, NJ, United States",Pine Brook,NJ,United States,6313,Hall DE,"At Kearfott, we deliver precision guidance, navigation, and motion control systems for defense, national security, and commercial sectors. Specializing in GPS-denied navigation, IMUs, actuators, motors, and position sensors, we ensure critical operations stay on course across sea, air, land, and space."
Keelback,https://www.keelback.com,USA,,,USA,525,Hall ABC,"Keelback delivers mission-critical, lightweight, cost effective unmanned aerial systems (UAS) with speed and precision. An end-to-end sovereign manufacturing process ensures the highest standards of quality, security, and reliability for every mission."
"Kennametal, Inc.",https://www.kennametal.com,"Pittsburgh, PA, United States",Pittsburgh,PA,United States,8200,Hall DE,"Leveraging our broad portfolio of materials and vast experience in defense and beyond, Kennametal® is uniquely qualified to serve as a long-term partner, providing customized solutions to our customers for a variety of defense applications where quality is maintained while keeping costs in check."
