id,source,institution_name,phone,contact_name,contact_position,contact_email,contact_phone,address,website,programs,location_parsed.city,location_parsed.state,location_parsed.country,processed_at,program_categories.welding,program_categories.hvac,program_categories.automotive,program_categories.construction,program_categories.electronics,program_categories.machining,program_categories.cad_cam,program_categories.plumbing,program_categories.woodworking
ts_0796,TRADE_SCHOOLS,Tompkins Cortland Community College,6078448211,Dr. Amy Kremenek,President,president@tc3.edu,60784482224367,"170 North St, Dryden, NY 13053-0139",www.tompkinscortland.edu/,Construction,170 North St,Dryden,NY 13053-0139,2025-09-22T09:01:54.573133,False,False,False,True,False,False,False,False,False
ts_0797,TRADE_SCHOOLS,College of the Albemarle,25233508210,Dr. Jack Bagwell,President,tammy_sawyer32@albemarle.edu ,25233508212420,"1208 N Road St, Elizabeth City, NC 27906-2327",www.albemarle.edu/,CAD/CAM Drafting |HVAC|Welding,1208 N Road St,Elizabeth City,NC 27906-2327,2025-09-22T09:01:54.573153,True,True,False,False,False,False,True,False,False
ts_0798,TRADE_SCHOOLS,South Piedmont Community College,7042725300,Aaron Wulk,Director of Applied Technical Programs	,General Infoawulk@spcc.edu	,7042905255,"680 Highway 74 West, Polkton, NC 28135",https://www.spcc.edu/,CAD/CAM Drafting|Electronics|HVAC|Welding,680 Highway 74 West,Polkton,NC 28135,2025-09-22T09:01:54.573172,True,True,False,False,True,False,True,False,False
ts_0799,TRADE_SCHOOLS,Asheville-Buncombe Technical Community College,8282541921,Dr. John D. Gossett,President,info@abtech.edu,8283987110,"340 Victoria Rd, Asheville, NC 28801-4897",www.abtech.edu/,Machine & Mechanical Systems,340 Victoria Rd,Asheville,NC 28801-4897,2025-09-22T09:01:54.573192,False,False,False,False,False,True,False,False,False
ts_0800,TRADE_SCHOOLS,Bladen Community College,9108795500,"Amanda Lee, PhD",President,alee@bladencc.edu,9108795502,"7418 NC Hwy 41 West, Dublin, NC 28332",https://www.bladencc.edu/,HVAC|Welding,7418 NC Hwy 41 West,Dublin,NC 28332,2025-09-22T09:01:54.573211,True,True,False,False,False,False,False,False,False
ts_0801,TRADE_SCHOOLS,Brunswick Community College,9107557300,Gene Smith,President ,smithgene@brunswickcc.edu,9107557302,"50 College Rd, Bolivia, NC 28422-9021",www.brunswickcc.edu/,Welding|Machine & Mechanical Systems,50 College Rd,Bolivia,NC 28422-9021,2025-09-22T09:01:54.573231,True,False,False,False,False,True,False,False,False
ts_0803,TRADE_SCHOOLS,Caldwell Community College and Technical Institute,8287262200,Mark Poarch,President ,—,8287262200,"2855 Hickory Boulevard, Hudson, NC 28638",https://www.cccti.edu/,CAD/CAM Drafting |Diesel & Automotive Tech|Electronics|Welding|Machine & Mechanical Systems,2855 Hickory Boulevard,Hudson,NC 28638,2025-09-22T09:01:54.573260,True,False,True,False,True,True,True,False,False
ts_0805,TRADE_SCHOOLS,Cape Fear Community College,9103627000,Susan Porter,Director,—,9103627555,"411 North Front Street, Wilmington, NC 28401-3910",www.cfcc.edu/,Diesel & Automotive Tech|Electronics|Machine & Mechanical Systems|Welding,411 North Front Street,Wilmington,NC 28401-3910,2025-09-22T09:01:54.573290,True,False,True,False,True,True,False,False,False
ts_0807,TRADE_SCHOOLS,Carteret Community College,2522226000,Dr. Tracy Mancini,President,—,2522226000,"3505 Arendell St, Morehead City, NC 28557",www.carteret.edu/,Welding|Diesel & Automotive Tech|Construction,3505 Arendell St,Morehead City,NC 28557,2025-09-22T09:01:54.573321,True,False,True,True,False,False,False,False,False
ts_0808,TRADE_SCHOOLS,Catawba Valley Community College,8283277000,Garrett Hinshaw,President,ghinshaw@cvcc.edu,82832770004210,"2550 Hwy 70 SE, Hickory, NC 28602-0699",www.cvcc.edu/,HVAC|Diesel & Automotive Tech|Welding,2550 Hwy 70 SE,Hickory,NC 28602-0699,2025-09-22T09:01:54.573342,True,True,True,False,False,False,False,False,False
ts_0810,TRADE_SCHOOLS,Central Carolina Community College,9197755401,Lisa M. Chapman,President,lchapman@cccc.edu,9197187246,"1105 Kelly Dr, Sanford, NC 27330-9840",www.cccc.edu/,HVAC|Diesel & Automotive Tech|Electronics|Welding,1105 Kelly Dr,Sanford,NC 27330-9840,2025-09-22T09:01:54.573374,True,True,True,False,True,False,False,False,False
ts_0812,TRADE_SCHOOLS,Central Piedmont Community College,7043302722,Kandi W. Deitemeyer,President,—,7043306566,"1201 Elizabeth Avenue, Charlotte, NC 28204",www.cpcc.edu/,HVAC|Construction|Welding,1201 Elizabeth Avenue,Charlotte,NC 28204,2025-09-22T09:01:54.573405,True,True,False,True,False,False,False,False,False
ts_0813,TRADE_SCHOOLS,Coastal Carolina Community College,9104551221,David Heatherly,President,heatherlyd@coastalcarolina.edu,9109386211,"444 Western Blvd, Jacksonville, NC 28546-6816",www.coastalcarolina.edu/,HVAC|Diesel & Automotive Tech|Electronics|Welding,444 Western Blvd,Jacksonville,NC 28546-6816,2025-09-22T09:01:54.573424,True,True,True,False,True,False,False,False,False
ts_0815,TRADE_SCHOOLS,Craven Community College,2526387200,Mary A.Y. Okada,President,gccpresident@guamcc.edu,6717355700,"800 College Ct, New Bern, NC 28562-4900",https://cravencc.edu/,HVAC|Construction|Electronics|Plumbing & Pipefitting|Welding,800 College Ct,New Bern,NC 28562-4900,2025-09-22T09:01:54.573453,True,True,False,True,True,False,False,True,False
ts_0816,TRADE_SCHOOLS,Durham Technical Community College,9195367200,JB Buxton,President,buxtonj@durhamtech.edu,91953672006004,"1637 Lawson Street, Durham, NC 27703-5023",www.durhamtech.edu/,Diesel & Automotive Tech|Electronics|HVAC|Machine & Mechanical Systems|Plumbing & Pipefitting|Welding,1637 Lawson Street,Durham,NC 27703-5023,2025-09-22T09:01:54.573473,True,True,True,False,True,True,False,True,False
ts_0818,TRADE_SCHOOLS,Edgecombe Community College,2528235166,Gregory McLeod,President,president@edgecombe.edu,2526186516,"2009 W Wilson St, Tarboro, NC 27886",www.edgecombe.edu/,Diesel & Automotive Tech|Welding,2009 W Wilson St,Tarboro,NC 27886,2025-09-22T09:01:54.573502,True,False,True,False,False,False,False,False,False
ts_0820,TRADE_SCHOOLS,Fayetteville Technical Community College,9106788400,Amanda Colores,Chairman,coloresa@faytechcc.edu,9106788212,"2201 Hull Rd, Fayetteville, NC 28303-0236",https://www.faytechcc.edu/,Diesel & Automotive Tech|HVAC|Construction|Woodworking & Carpentry|Plumbing & Pipefitting|Welding,2201 Hull Rd,Fayetteville,NC 28303-0236,2025-09-22T09:01:54.573530,True,True,True,True,False,False,False,True,True
ts_0821,TRADE_SCHOOLS,Forsyth Technical Community College,3367230371,Janet Spriggs,"President & Chief Executive Officer, Forsyth Tech",jspriggs@forsythtech.edu,3367347201,"2100 Silas Creek Pky, Winston-Salem, NC 27103-5197",https://www.forsythtech.edu/,Diesel & Automotive Tech|HVAC|Electronics|Welding,2100 Silas Creek Pky,Winston-Salem,NC 27103-5197,2025-09-22T09:01:54.573550,True,True,True,False,True,False,False,False,False
ts_0823,TRADE_SCHOOLS,Guilford Technical Community College,3363344822,Anthony Clarke,President,ajclarke@gtcc.edu,336334482250360,"601 E. Main Street, Jamestown, NC 27282",www.gtcc.edu/,Plumbing & Pipefitting,601 E. Main Street,Jamestown,NC 27282,2025-09-22T09:01:54.573718,False,False,False,False,False,False,False,True,False
ts_0825,TRADE_SCHOOLS,Halifax Community College,2525362551,Sharda Britt,Executive Assistant to the President ,sbritt040@halifaxcc.edu,2525366399399,"100 College Drive, Weldon, NC 27890",www.halifaxcc.edu/,Diesel & Automotive Tech|HVAC|Plumbing & Pipefitting|Welding,100 College Drive,Weldon,NC 27890,2025-09-22T09:01:54.573768,True,True,True,False,False,False,False,True,False
ts_0827,TRADE_SCHOOLS,Haywood Community College,8286272821,Dr. Shelley White,President,sywhite@haywood.edu,8286274516,"185 Freedlander Drive, Clyde, NC 28721-9901",https://www.haywood.edu/,Diesel & Automotive Tech|Welding|Woodworking & Carpentry,185 Freedlander Drive,Clyde,NC 28721-9901,2025-09-22T09:01:54.573849,True,False,True,False,False,False,False,False,True
ts_0829,TRADE_SCHOOLS,Johnston Community College,9199343051,Dr. Vern L. Lindquist,President,—,9199343051,"245 College Road, Smithfield, NC 27577-2350",www.johnstoncc.edu/,HVAC|Welding|Diesel & Automotive Tech,245 College Road,Smithfield,NC 27577-2350,2025-09-22T09:01:54.573895,True,True,True,False,False,False,False,False,False
ts_0830,TRADE_SCHOOLS,Lenoir Community College,2525276223,Dr. Rusty Hunt,President,rthunt78@lenoircc.edu,2525276223320,"231 Highway 58 South, Kinston, NC 28504",https://www.lenoircc.edu/,Diesel & Automotive Tech,231 Highway 58 South,Kinston,NC 28504,2025-09-22T09:01:54.573920,False,False,True,False,False,False,False,False,False
ts_0831,TRADE_SCHOOLS,Martin Community College,2527921521,Tabitha R. Miller,President,—,2527890222,"1161 Kehukee Pk Rd, Williamston, NC 27892-9988",www.martincc.edu/,HVAC|Welding,1161 Kehukee Pk Rd,Williamston,NC 27892-9988,2025-09-22T09:01:54.573944,True,True,False,False,False,False,False,False,False
ts_0833,TRADE_SCHOOLS,Mayland Community College,8287657351,John Boyd,President,jboyd@mayland.edu,8287661270,"200 Mayland Drive, Spruce Pine, NC 28777",https://www.mayland.edu/,Welding|Electronics,200 Mayland Drive,Spruce Pine,NC 28777,2025-09-22T09:01:54.573976,True,False,False,False,True,False,False,False,False
ts_0835,TRADE_SCHOOLS,McDowell Technical Community College,8286526021,Stacy Buff,Vice President of Workforce Development,—,8286520663,"54 College Drive, Marion, NC 28752-8728",https://www.mcdowelltech.edu/,HVAC|Diesel & Automotive Tech|Welding|Construction,54 College Drive,Marion,NC 28752-8728,2025-09-22T09:01:54.574006,True,True,True,True,False,False,False,False,False
ts_0836,TRADE_SCHOOLS,Mitchell Community College,7048783200,Dr. Tim Brewer,President,tbrewer@mitchellcc.edu,7048783205,"500 W Broad Street, Statesville, NC 28677",https://www.mitchellcc.edu/,HVAC|Machine & Mechanical Systems|Electronics|Welding,500 W Broad Street,Statesville,NC 28677,2025-09-22T09:01:54.574027,True,True,False,False,True,True,False,False,False
ts_0838,TRADE_SCHOOLS,Piedmont Community College,3365991181,Lisa Ashley,Executive Administrative Assistant of President ,alicia.ashley@piedmontcc.edu,3363222101,"1715 College Dr, Roxboro, NC 27573",www.piedmontcc.edu/,Machine & Mechanical Systems|Welding|HVAC|Plumbing & Pipefitting,1715 College Dr,Roxboro,NC 27573,2025-09-22T09:01:54.574057,True,True,False,False,False,True,False,True,False
ts_0840,TRADE_SCHOOLS,Pitt Community College,2524937200,Maria Pharr,President,mapharr997@my.pittcc.edu,2524937220,"1986 Pitt Tech Road, Winterville, NC 28590",https://pittcc.edu/,HVAC|Diesel & Automotive Tech|Construction|Electronics|Machine & Mechanical Systems|Welding|Woodworking & Carpentry|Plumbing & Pipefitting,1986 Pitt Tech Road,Winterville,NC 28590,2025-09-22T09:01:54.574087,True,True,True,True,True,True,False,True,True
ts_0842,TRADE_SCHOOLS,Randolph Community College,3366330200,Dr. Shah Ardalan,President,—,3366330287,"629 Industrial Park Ave, Asheboro, NC 27205",https://www.randolph.edu/,Construction|Machine & Mechanical Systems|Plumbing & Pipefitting|Diesel & Automotive Tech,629 Industrial Park Ave,Asheboro,NC 27205,2025-09-22T09:01:54.574117,False,False,True,True,False,True,False,True,False
ts_0844,TRADE_SCHOOLS,Richmond Community College,9104101700,Brent Barbee,President,btbarbee@richmondcc.edu,9104101809,"1042 W Hamlet Ave, Hamlet, NC 28345-1189",https://www.richmondcc.edu/,Construction|Machine & Mechanical Systems|Plumbing & Pipefitting|Welding|HVAC,1042 W Hamlet Ave,Hamlet,NC 28345-1189,2025-09-22T09:01:54.574147,True,True,False,True,False,True,False,True,False
ts_0846,TRADE_SCHOOLS,Roanoke-Chowan Community College,2528621200,Natasha Worthington,Dean of Workforce and Continuing Education,nworthington@roanokechowan.edu,2528621234,"109 Community College Rd, Ahoskie, NC 27910-9522",www.roanokechowan.edu/,HVAC|Welding,109 Community College Rd,Ahoskie,NC 27910-9522,2025-09-22T09:01:54.574176,True,True,False,False,False,False,False,False,False
ts_0847,TRADE_SCHOOLS,Saint Augustine's University,9195164000,"Marcus Burgess, Ed.D.",Interim President,mburgess@st-aug.edu,,"1315 Oakwood Avenue, Raleigh, NC 27610-2298",www.st-aug.edu/,HVAC,1315 Oakwood Avenue,Raleigh,NC 27610-2298,2025-09-22T09:01:54.574198,False,True,False,False,False,False,False,False,False
ts_0848,TRADE_SCHOOLS,Sampson Community College,9105928081,Bill Starling,President,bstarling@sampsoncc.edu,9109004001,"Highway 24 West, Clinton, NC 28328-0318",www.sampsoncc.edu/,HVAC|Construction|Welding,Highway 24 West,Clinton,NC 28328-0318,2025-09-22T09:01:54.574218,True,True,False,True,False,False,False,False,False
ts_0850,TRADE_SCHOOLS,Sandhills Community College,9106926185,Dr. Alexander Stewart,President,presidentsoffice@sandhills.edu,9106953700,"3395 Airport Rd, Pinehurst, NC 28374",https://www.sandhills.edu/,Diesel & Automotive Tech|Construction|Welding|Plumbing & Pipefitting|Machine & Mechanical Systems|HVAC,3395 Airport Rd,Pinehurst,NC 28374,2025-09-22T09:01:54.574251,True,True,True,True,False,True,False,True,False
ts_0852,TRADE_SCHOOLS,Southeastern Community College,9106427141,Chris English,President,chris.english@sccnc.edu,9107886270,"4564 Chadbourn Hwy, Whiteville, NC 28472-5422",www.sccnc.edu/,Diesel & Automotive Tech|HVAC|Construction|Machine & Mechanical Systems|Welding,4564 Chadbourn Hwy,Whiteville,NC 28472-5422,2025-09-22T09:01:54.574294,True,True,True,True,False,True,False,False,False
ts_0854,TRADE_SCHOOLS,Stanly Community College,7049820121,Dr. John Enamait,President,jenamait1211@stanly.edu,7049910220,"141 College Drive, Albemarle, NC 28001",www.stanly.edu/,Construction|Plumbing & Pipefitting|Welding|Diesel & Automotive Tech|HVAC,141 College Drive,Albemarle,NC 28001,2025-09-22T09:01:54.574338,True,True,True,True,False,False,False,True,False
ts_0856,TRADE_SCHOOLS,Surry Community College,3363868121,Dr. David Shockley,President,shockleyd@surry.edu,3363863213,"630 S. Main St., Dobson, NC 27017-8432",https://surry.edu/,HVAC|Diesel & Automotive Tech|Machine & Mechanical Systems|Welding,630 S. Main St.,Dobson,NC 27017-8432,2025-09-22T09:01:54.574372,True,True,True,False,False,True,False,False,False
ts_0858,TRADE_SCHOOLS,Alamance Community College,3365782002,Dr. Ken Ingle,President,kgingle590@alamancecc.edu,3365064150,"1247 Jimmie Kerr Road, Graham, NC 27253-8000",www.alamancecc.edu/,HVAC|Diesel & Automotive Tech|CAD/CAM Drafting |Machine & Mechanical Systems|Welding,1247 Jimmie Kerr Road,Graham,NC 27253-8000,2025-09-22T09:01:54.574404,True,True,True,False,False,True,True,False,False
ts_0860,TRADE_SCHOOLS,Tri-County Community College,8288376810,Dr. Donna Tipton-Rogers,President,dtipton@tricountycc.edu,8288376810,"21 Campus Circle, Murphy, NC 28906",https://www.tricountycc.edu/,Diesel & Automotive Tech|HVAC|Construction|Welding,21 Campus Circle,Murphy,NC 28906,2025-09-22T09:01:54.574435,True,True,True,True,False,False,False,False,False
ts_0862,TRADE_SCHOOLS,Vance-Granville Community College,2524922061,Dr. Rachel Desmarais,President,desmarais@vgcc.edu,2527383227,"200 Community College Road, Henderson, NC 27537",www.vgcc.edu/,HVAC|Diesel & Automotive Tech|Welding|Woodworking & Carpentry,200 Community College Road,Henderson,NC 27537,2025-09-22T09:01:54.574466,True,True,True,False,False,False,False,False,True
ts_0864,TRADE_SCHOOLS,Wake Technical Community College,9198665000,Scott Ralls,President,sralls@waketech.edu,9198665141,"9101 Fayetteville Road, Raleigh, NC 27603-5696",www.waketech.edu/,Construction|HVAC|Diesel & Automotive Tech,9101 Fayetteville Road,Raleigh,NC 27603-5696,2025-09-22T09:01:54.574497,False,True,True,True,False,False,False,False,False
ts_0866,TRADE_SCHOOLS,Wayne Community College,9197355151,"Patricia Pfeiffer, Ed.D",President,pfeiffer@waynecc.edu,9197397001,"3000 Wayne Memorial Dr, Goldsboro, NC 27534-8002",www.waynecc.edu/,HVAC|Machine & Mechanical Systems|Welding|Diesel & Automotive Tech,3000 Wayne Memorial Dr,Goldsboro,NC 27534-8002,2025-09-22T09:01:54.574527,True,True,True,False,False,True,False,False,False
ts_0868,TRADE_SCHOOLS,Western Piedmont Community College,8284483500,Joel Welch,President,jwelch@wpcc.edu,8284483102,"1001 Burkemont Ave, Morganton, NC 28655-4511",https://www.wpcc.edu/,Construction|HVAC|Machine & Mechanical Systems|Welding,1001 Burkemont Ave,Morganton,NC 28655-4511,2025-09-22T09:01:54.574557,True,True,False,True,False,True,False,False,False
ts_0870,TRADE_SCHOOLS,Wilkes Community College,3368386100,Mike Rodgers,President,mdrodgers989@wilkescc.edu,3368386112,"1328 South Collegiate Dr, Wilkesboro, NC 28697",www.wilkescc.edu/,Construction|Welding|Machine & Mechanical Systems|Electronics,1328 South Collegiate Dr,Wilkesboro,NC 28697,2025-09-22T09:01:54.574586,True,False,False,True,True,True,False,False,False
ts_0872,TRADE_SCHOOLS,Bismarck State College,7012245400,Daniel Leingang,Interim President,daniel.leingang@bismarckstate.edu,7012245430,"1500 Edwards Ave., Bismarck, ND 58506-5587",https://bismarckstate.edu/,Diesel & Automotive Tech|Woodworking & Carpentry|Construction|Electronics|Machine & Mechanical Systems|Welding,1500 Edwards Ave.,Bismarck,ND 58506-5587,2025-09-22T09:01:54.574616,True,False,True,True,True,True,False,False,True
ts_0874,TRADE_SCHOOLS,Dickinson State University,7014832507,Scott Molander,President,Scott.Molander@dickinsonstate.edu,7015024296,"291 Campus Drive, Dickinson, ND 58601-4896",www.dickinsonstate.edu/,Welding,291 Campus Drive,Dickinson,ND 58601-4896,2025-09-22T09:01:54.574646,True,False,False,False,False,False,False,False,False
ts_0876,TRADE_SCHOOLS,Nueta Hidatsa Sahnish College,7016274738,Dr. Twyla Baker,President,tbaker@nhsc.edu,7016278095,"301 College Drive, New Town, ND 58763",www.nhsc.edu/,Welding,301 College Drive,New Town,ND 58763,2025-09-22T09:01:54.574676,True,False,False,False,False,False,False,False,False
ts_0878,TRADE_SCHOOLS,North Dakota State College of Science,7016712403,Rod Flanigan,President,rod.flanigan@ndscs.edu,7016712221,"800 N 6th St, Wahpeton, ND 58076-0002",https://www.ndscs.edu/,Diesel & Automotive Tech|Construction|Woodworking & Carpentry|HVAC|Machine & Mechanical Systems|Plumbing & Pipefitting|Welding,800 N 6th St,Wahpeton,ND 58076-0002,2025-09-22T09:01:54.574706,True,True,True,True,False,True,False,True,True
ts_0880,TRADE_SCHOOLS,Williston State College,7017744200,Dr. Bernell Hirning,President,bernell.hirning@willistonstate.edu,7017744526,"1410 University Avenue, Williston, ND 58801",https://willistonstate.edu/,Electronics|Diesel & Automotive Tech|Welding,1410 University Avenue,Williston,ND 58801,2025-09-22T09:01:54.574735,True,False,True,False,True,False,False,False,False
ts_0882,TRADE_SCHOOLS,Sitting Bull College,7018548000,Tomi Kay Phillips,President,tomi.phillips@sittingbull.edu,7018548050,"9299 Hwy 24, Fort Yates, ND 58538-9721",https://www.sittingbull.edu/,Welding,9299 Hwy 24,Fort Yates,ND 58538-9721,2025-09-22T09:01:54.574764,True,False,False,False,False,False,False,False,False
ts_0884,TRADE_SCHOOLS,United Tribes Technical College,7012553285,Lisa Azure,Vice President of Academic Affairs,lazure@uttc.edu,7012211407,"3315 University Drive, Bismarck, ND 58504",https://uttc.edu/,Diesel & Automotive Tech|Welding,3315 University Drive,Bismarck,ND 58504,2025-09-22T09:01:54.574796,True,False,True,False,False,False,False,False,False
ts_0885,TRADE_SCHOOLS,Apollo Career Center,4199983000,Keith Horner,Superintendent,keith.horner@apollocc.org,4199982910,"3325 Shawnee Rd, Lima, OH 45806-1497",https://www.apollocareercenter.com/adult-education/,HVAC|Welding,3325 Shawnee Rd,Lima,OH 45806-1497,2025-09-22T09:01:54.574817,True,True,False,False,False,False,False,False,False
ts_0887,TRADE_SCHOOLS,Ashtabula County Technical and Career Campus,4405766015,Scott Wludyga,Superintendent,—,44057660151048,"1565 State Route 167, Jefferson, OH 44047",www.atech.edu/,Diesel & Automotive Tech|Construction|Woodworking & Carpentry|Welding,1565 State Route 167,Jefferson,OH 44047,2025-09-22T09:01:54.574847,True,False,True,True,False,False,False,False,True
ts_0888,TRADE_SCHOOLS,Auburn Career Center,4403577542,Kelley Golinar,Executive Administrative Assistant,—,44035775428015,"8140 Auburn Rd, Concord Twp, OH 44077",https://www.auburncc.org/,HVAC|Machine & Mechanical Systems|Welding|Diesel & Automotive Tech,8140 Auburn Rd,Concord Twp,OH 44077,2025-09-22T09:01:54.574871,True,True,True,False,False,True,False,False,False
ts_0890,TRADE_SCHOOLS,Belmont College,7406959500,Admissions Office,Admissions Office,admissions@belmontcollege.edu,7406959500,"68094 Hammond Road, St Clairsville, OH 43950",www.belmontcollege.edu/,HVAC|Welding,68094 Hammond Road,St Clairsville,OH 43950,2025-09-22T09:01:54.574900,True,True,False,False,False,False,False,False,False
ts_0891,TRADE_SCHOOLS,Bryant & Stratton College-Parma,2162653151,General Contact,General Contact,parcontactcampus@bryantstratton.edu,2162653151,"12955 Snow Rd, Parma, OH 44130-3151",https://www.bryantstratton.edu/,Electronics,12955 Snow Rd,Parma,OH 44130-3151,2025-09-22T09:01:54.574920,False,False,False,False,True,False,False,False,False
ts_0892,TRADE_SCHOOLS,Buckeye Hills Career Center,7402455334,Jamie Nash,Superintendent,nashj@buckeyehills.net,,"351 Buckeye Hills Road, Rio Grande, OH 45674-0157",www.buckeyehills.net/,HVAC|Welding,351 Buckeye Hills Road,Rio Grande,OH 45674-0157,2025-09-22T09:01:54.574941,True,True,False,False,False,False,False,False,False
ts_0894,TRADE_SCHOOLS,Butler Technology and Career Development Schools,5136458205,General Phone,General Phone,—,5136458205,"101 Jerry Couch Boulevard, Monroe, OH 45050",www.butlertech.org/,HVAC|Welding|Plumbing & Pipefitting,101 Jerry Couch Boulevard,Monroe,OH 45050,2025-09-22T09:01:54.574971,True,True,False,False,False,False,False,True,False
ts_0895,TRADE_SCHOOLS,Canton City Schools Adult Career and Technical Education,3304382556, Jeffery S. Talbert,Superintendent,talbert_j2@ccsdistrict.org,3304304241,"521 Tuscarawas West, Canton, OH 44702",https://www.ccsdistrict.org/site/default.aspx?PageID=189,HVAC|Welding,521 Tuscarawas West,Canton,OH 44702,2025-09-22T09:01:54.574991,True,True,False,False,False,False,False,False,False
ts_0897,TRADE_SCHOOLS,University of Cincinnati-Main Campus,5135566000,Kristin Ford,Director,rameykr@ucmail.uc.edu,5135566115,"2624 Clifton Avenue, Cincinnati, OH 45221-0063",www.uc.edu/,Construction,2624 Clifton Avenue,Cincinnati,OH 45221-0063,2025-09-22T09:01:54.575022,False,False,False,True,False,False,False,False,False
ts_0898,TRADE_SCHOOLS,Cincinnati State Technical and Community College,5135691500,General Contact,General Contact,askWDC@cincinnatistate.edu,5135691500,"3520 Central Parkway, Cincinnati, OH 45223-2690",www.cincinnatistate.edu/,Machine & Mechanical Systems|Construction,3520 Central Parkway,Cincinnati,OH 45223-2690,2025-09-22T09:01:54.575042,False,False,False,True,False,True,False,False,False
ts_0899,TRADE_SCHOOLS,University of Cincinnati-Clermont College,5137325200,Ron Blassingame,Assistant Director of Admissions,blassirm@ucmail.uc.edu,5135565352,"4200 Clermont College Dr, Batavia, OH 45103",www.ucclermont.edu/,Machine & Mechanical Systems|CAD/CAM Drafting,4200 Clermont College Dr,Batavia,OH 45103,2025-09-22T09:01:54.575063,False,False,False,False,False,True,True,False,False
ts_0900,TRADE_SCHOOLS,Clark State College,9373250691,Dr. Jo Blondin,President,—,9373286001,"570 E Leffel Ln, Springfield, OH 45501-0570",https://www.clarkstate.edu/,CAD/CAM Drafting |HVAC|Machine & Mechanical Systems|Welding,570 E Leffel Ln,Springfield,OH 45501-0570,2025-09-22T09:01:54.575083,True,True,False,False,False,True,True,False,False
ts_0902,TRADE_SCHOOLS,Columbus State Community College,6142875353,David Harrison,President,dth@cscc.edu,6142872402,"550 E Spring St, Columbus, OH 43215",https://www.cscc.edu/,Diesel & Automotive Tech|CAD/CAM Drafting |Woodworking & Carpentry|Construction|HVAC|Plumbing & Pipefitting|Welding,550 E Spring St,Columbus,OH 43215,2025-09-22T09:01:54.575112,True,True,True,True,False,False,True,True,True
ts_0904,TRADE_SCHOOLS,Cuyahoga Community College District,8009548742,Meghan Estes,Ombudsman,meghan.estes@tri-c.edu,2169873949,"700 Carnegie Ave, Cleveland, OH 44115-2878",www.tri-c.edu/,Construction|Woodworking & Carpentry|Machine & Mechanical Systems|Plumbing & Pipefitting,700 Carnegie Ave,Cleveland,OH 44115-2878,2025-09-22T09:01:54.575142,False,False,False,True,False,True,False,True,True
ts_0905,TRADE_SCHOOLS,Edison State Community College,9377788600,Christopher Spradlin,President,cspradlin@edisonohio.edu,9377787801,"1973 Edison Dr, Piqua, OH 45356-9239",www.edisonohio.edu/,Machine & Mechanical Systems|Welding,1973 Edison Dr,Piqua,OH 45356-9239,2025-09-22T09:01:54.575162,True,False,False,False,False,True,False,False,False
ts_0907,TRADE_SCHOOLS,EHOVE Career Center,4194994663,Chris M. McCully,President,CMcCully@EHOVE.net,4194995244,"316 W Mason Rd, Milan, OH 44846",www.ehove.net/,Machine & Mechanical Systems|Welding,316 W Mason Rd,Milan,OH 44846,2025-09-22T09:01:54.575191,True,False,False,False,False,True,False,False,False
ts_0909,TRADE_SCHOOLS,Great Oaks Career Campuses,5137718881,Harry Snyder,President,SnyderH@greatoaks.com,5136123646,"303 Scarlet Oaks Dr., Cincinnati, OH 45241",www.greatoaks.com/,Diesel & Automotive Tech|Construction|HVAC|Welding,303 Scarlet Oaks Dr.,Cincinnati,OH 45241,2025-09-22T09:01:54.575221,True,True,True,True,False,False,False,False,False
ts_0911,TRADE_SCHOOLS,Fort Hayes Metropolitan Education Center,3809976130,General Contact,General Contact,forthayeshs@columbus.k12.oh.us,3809976130,"546 Jack Gibbs Blvd.
Columbus, OH 43215",https://www.ccsoh.us/forthayeshs#calendar29472/20250822/month,HVAC|Woodworking & Carpentry|Construction|Welding|Diesel & Automotive Tech,"546 Jack Gibbs Blvd.
Columbus",,OH 43215,2025-09-22T09:01:54.575253,True,True,True,True,False,False,False,False,True
ts_0912,TRADE_SCHOOLS,Hobart Institute of Welding Technology,9373329500,General Contact,General Contact,hiwt@welding.org,9373329500,"400 Trade Square East, Troy, OH 45373-2400",www.welding.org/,Welding,400 Trade Square East,Troy,OH 45373-2400,2025-09-22T09:01:54.575274,True,False,False,False,False,False,False,False,False
ts_0913,TRADE_SCHOOLS,Hocking College,7407533591,Betty Young,President,youngb@hocking.edu,7407537004,"3301 Hocking Parkway, Nelsonville, OH 45764",www.hocking.edu/,Welding|Diesel & Automotive Tech|Construction|HVAC,3301 Hocking Parkway,Nelsonville,OH 45764,2025-09-22T09:01:54.575294,True,True,True,True,False,False,False,False,False
ts_0915,TRADE_SCHOOLS,Kent State University at Tuscarawas,3303393391,Kenneth Burhanna,Dean,kburhann@kent.edu,3306722962,"330 University Dr N.E., New Philadelphia, OH 44663-9403",www.kent.edu/tusc,CAD/CAM Drafting,330 University Dr N.E.,New Philadelphia,OH 44663-9403,2025-09-22T09:01:54.575324,False,False,False,False,False,False,True,False,False
ts_0917,TRADE_SCHOOLS,Kent State University at Salem,3303320361,Tim McFadden,"Director  of Business Program,Technical and Applied Studies",tmcfadd1@kent.edu,3303827571,"2491 State Route 45 South, Salem, OH 44460",www.kent.edu/columbiana,CAD/CAM Drafting,2491 State Route 45 South,Salem,OH 44460,2025-09-22T09:01:54.576245,False,False,False,False,False,False,True,False,False
