name,booth,hall,profile_url,website,domain,all_urls,social_links,description,categories,email,phone,scraped_at,data_quality_score,location_raw_address,location_street,location_city,location_state,location_postal,location_country,location_country_code,location_lat,location_lng,location_accuracy
Marvin Land Systems,343,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/B5A4A332-568A-EF11-8107-E02365054D38,https://www.marvingroup.com,www.marvingroup.com,['https://www.marvingroup.com'],{},"Marvin Land Systems (MLS) is a supplier of military and defense products. MLS designs, develops and manufactures Environmental Control Units, NBC Systems, Auxiliary Power Units and Cooling Fans for Tactical Vehicles and Tanks. MLS with its 70,000SF space has the state of the art technologies in design, assembly and testing",[],,,2025-08-25 15:59:59,0.8," assembly and testing

Contact Info
David Shafa

Marvin Land Systems
500 North Oak Street
Inglewood, CA 90302",500 North Oak Street,Inglewood,CA,90302,United States,US,33.9683833,-118.3645319,geocoded
Masperotech S.r.l.,540,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/D8DF20CC-1DA8-EF11-8109-89D6F48D9B9D,https://www.maspero.it,www.maspero.it,"['https://www.linkedin.com/company/MasperoTech Srl', 'https://www.maspero.it']",{'linkedin': 'https://www.linkedin.com/company/MasperoTech Srl'},"Masperotech has over 100 years of experience in the hot forging of non-ferrous alloys, including aluminium, copper (brass, AluBronze, CuNi, and Monel), and titanium. We specialise in the production of small and medium series components tailored to demanding applications across multiple industries, such as defence, railway, racing, naval and electromechanical.",[],,,2025-08-25 16:00:07,0.7,,,,,,Italy,IT,42.6384261,12.674297,geocoded
"MaxVision, Rugged Portable Computers",2148,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/2AE0999D-5C8A-EF11-8107-E02365054D38,https://www.maxvision.com,www.maxvision.com,['https://www.maxvision.com'],{},"Rugged Portable Computers (dba MaxVision®) specializes in ruggedizing the industry's best Commercial-Off-The-Shelf (COTS) technology to create the fastest rugged portable computers in the industry which include deployable storage/servers and multi-screen workstations. Our designs provide competitive pricing of COTS technology, built rugged for extreme environments.",[],,,2025-08-25 16:00:13,0.8," Rugged Portable Computers
509 Production Avenue
Madison, AL 35758",509 Production Avenue,Madison,AL,35758,United States,US,34.6725466,-86.7801431,geocoded
MBDA Inc.,3931,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/7C2A4D7A-5C8A-EF11-8107-E02365054D38,https://www.mbdainc.com,www.mbdainc.com,"['https://twitter.com/mbdaincusa', 'https://www.mbdainc.com']",{'twitter': 'https://twitter.com/mbdaincusa'},"MBDA provides missile systems and operates in the United States through MBDA Incorporated, under a SSA with the U.S. Department of Defense. An independent Board of Directors governs MBDA Inc. to ensure freedom from outside influence and compliance with U.S. Government Security & Export regulations.",[],,,2025-08-25 16:00:20,0.8,"
1300 Wilson Boulevard
Suite 500
Arlington, VA 22209",,Arlington,VA,22209,United States,US,38.8769326,-77.0893094,geocoded
"MEI Micro, Inc.",449,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/E5FA78CC-2AA8-EF11-8109-89D6F48D9B9D,https://www.mei-micro.com,www.mei-micro.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/5007123/admin/dashboard/', 'https://www.mei-micro.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/5007123/admin/dashboard/'},,[],,,2025-08-25 16:00:25,0.7,"
4767 New Broad Street
Suite 337
Orlando, FL 32814",,Orlando,FL,32814,United States,US,28.5421109,-81.3790304,geocoded
Mercury Systems,1115,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C3CAD4BA-288A-EF11-8107-E02365054D38,https://www.mrcy.com,www.mrcy.com,"['https://www.facebook.com/facebook.com/https://www.facebook.com/MRCYSystems', 'https://twitter.com/twitter.com/https://x.com/MRCY', 'https://www.instagram.com/instagram.com/https://www.instagram.com/mrcysystems/', 'https://www.linkedin.com/company/linkedin.com/in/https://www.linkedin.com/company/mercury-systems/', 'https://www.mrcy.com']","{'facebook': 'https://www.facebook.com/facebook.com/https://www.facebook.com/MRCYSystems', 'twitter': 'https://twitter.com/twitter.com/https://x.com/MRCY', 'instagram': 'https://www.instagram.com/instagram.com/https://www.instagram.com/mrcysystems/', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/https://www.linkedin.com/company/mercury-systems/'}","Mercury Systems is a technology company that delivers mission-critical processing power to the edge to solve the most pressing A&D challenges. Combining technologies and expertise developed for more than 40 years, the Mercury Processing Platform offers customers a unique advantage to unleash breakthrough capabilities.",[],,,2025-08-25 16:00:30,0.8," Growth Marketing Manager

Mercury Systems
50 Minuteman Road
Andover, MA 01810",50 Minuteman Road,Andover,MA,01810,United States,US,42.6884134,-71.2156717,geocoded
Meritec,7021,Hall DE,https://maps.goeshow.com/ausa/annual/2025/3D2FEE37-328B-EF11-8109-89D6F48D9B9D,https://www.meritec.com,www.meritec.com,"['https://www.facebook.com/www.facebook.com/Meritecconnect', 'https://www.linkedin.com/company/https://www.linkedin.com/company/meritec-inc-', 'https://www.meritec.com']","{'facebook': 'https://www.facebook.com/www.facebook.com/Meritecconnect', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/meritec-inc-'}","MERITEC—The Xtreme High-Speed Xperts, signal integrity leader and global ISO 9001 supplier of cost-effective solutions specializing in ruggedized Mil/Aero, Defense, Marine interconnects that exceed high-density performance parameters. Showcasing VPX3. NAICS 334417 – 334418 – 334419 – 335999 - 335929 / CAGE 0RAG4. MERITEC.com / 888-MERITEC 637-4832 or 440.354.2100 / info@meritec.com",[],info@meritec.com,440.354.2100,2025-08-25 16:00:38,0.8,"com

Contact Info
Jarod Miller
Marketing Manager

Meritec
1382 West Jackson Street
Painesvile, OH 44077",1382 West Jackson Street,Painesvile,OH,44077,United States,US,,,unknown
"Michelin North America, Inc.",1807,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/2AD00898-3B8A-EF11-8107-E02365054D38,https://business.michelinman.com,business.michelinman.com,['https://business.michelinman.com'],{},"Michelin provides a complete and complementary range of innovative technological products, adapted services and integrated and accessible solutions for military vehicles, considering environmental issues and based on 6 axes: safety & mobility, stealth, maintenance, engineering development support, energy & vehicle autonomy and high-tech materials expertise/know-how.",[],,,2025-08-25 16:00:43,0.8,"
1 Parkway South
Greenville, SC 29615",,Greenville,SC,29615,United States,US,34.8444385,-82.3335456,geocoded
Michigan Office of Defense & Aerospace Innovation,4145,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/4C3BED47-048B-EF11-8109-89D6F48D9B9D,https://www.michiganbusiness.org/defense/,www.michiganbusiness.org,"['https://www.facebook.com/www.facebook.com/MEDC', 'https://twitter.com/www.twitter.com/MEDC', 'https://www.instagram.com/www.Instagram.com/MichiganBusiness', 'https://www.linkedin.com/company/https://www.linkedin.com/company/the-michigan-defense-center/', 'https://www.michiganbusiness.org/defense/']","{'facebook': 'https://www.facebook.com/www.facebook.com/MEDC', 'twitter': 'https://twitter.com/www.twitter.com/MEDC', 'instagram': 'https://www.instagram.com/www.Instagram.com/MichiganBusiness', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/the-michigan-defense-center/'}","The Michigan Office of Defense and Aerospace Innovation (ODAI) increases awareness of Michigan’s capabilities, supports attraction and expansion of businesses that champion Department of Defense-related activities and enhances commercial and defense-related aerospace segments poised for growth.",[],,,2025-08-25 16:00:49,0.8," Aerospace Innovation
300 North Washington Square
Lansing, MI 48913",,Lansing,MI,48913,United States,US,42.7338254,-84.5546295,geocoded
Microsoft,617,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/8A31EC4A-6D8A-EF11-8107-E02365054D38,https://www.microsoftfederal.com,www.microsoftfederal.com,['https://www.microsoftfederal.com'],{},"Microsoft empowers Federal agencies through trusted innovation, national security, and compliance. With world-class security, scalable cloud services, and mission-driven AI, Microsoft Azure strengthens partnerships, modernizes installations, and optimizes operations to meet evolving mission needs—creating smarter environments and a safer world. Learn more at www.microsoftfederal.com",[],,,2025-08-25 16:00:56,0.8,"com

Contact Info
Caroline Jones

Microsoft
1 Microsoft Way
Redmond, WA 98052",1 Microsoft Way,Redmond,WA,98052,United States,US,47.6694141,-122.1238767,geocoded
MicroTau,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/F1A5C5C5-E53C-F011-8109-89D6F48D9B9D,https://www.microtau.com.au/,www.microtau.com.au,"['https://www.linkedin.com/company/MicroTau https://www.linkedin.com/company/microtau-pty-ltd', 'https://www.microtau.com.au/']",{'linkedin': 'https://www.linkedin.com/company/MicroTau https://www.linkedin.com/company/microtau-pty-ltd'},"MicroTau develops biomimetic, sharkskin-inspired films that reduce aerodynamic drag on aircraft. Using its proprietary Direct Contactless Microfabrication (DCM) technology, the company helps defense and commercial aviation fleets increase fuel efficiency, extend operational range, and enhance mission capability.",[],,,2025-08-25 16:01:02,0.7,2 Bolton Street,,,,,Australia,AU,-24.7761086,134.755,geocoded
Milcots LLC & Shock Tech Inc,3644,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5A26A9BC-098B-EF11-8109-89D6F48D9B9D,https://www.milcots.com,www.milcots.com,"['https://www.linkedin.com/company/milcots llc', 'https://www.milcots.com']",{'linkedin': 'https://www.linkedin.com/company/milcots llc'},"Milcots is a USA designer and USA manufacturer of Rugged Military Panel Pcs, Computers & Displays. We design to your program requirements with COTS components, to build a custom product that is maintainable for the life of your program. Shock Tech designs & manufactures shock, vibration & noise solutions.",[],info@milcots.com,,2025-08-25 16:01:10,0.9," Shock Tech Inc
211 Island Road
Mahwah, NJ 07430",211 Island Road,Mahwah,NJ,07430,United States,US,41.087928,-74.150408,geocoded
MilDef,3713,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/ED9C92A8-578A-EF11-8107-E02365054D38,https://mildef.com/,mildef.com,"['https://twitter.com/MilDef_Group', 'https://www.linkedin.com/company/mildef-group', 'https://mildef.com/']","{'twitter': 'https://twitter.com/MilDef_Group', 'linkedin': 'https://www.linkedin.com/company/mildef-group'}","MilDef is a global systems integrator and full-spectrum provider specializing in rugged IT for defense and security domains. MilDef provides hardware, software and services that shield and protect critical information streams and systems, when and where the stakes are the highest. MILDEF - WE ARMOR IT.",[],,,2025-08-25 16:01:17,0.8,"

Contact Info
Camille Madieros

MilDef
630 West Lambert Road
Brea, CA 92821",630 West Lambert Road,Brea,CA,92821,United States,US,33.9247707,-117.9042941,geocoded
Military Child Education Coalition,426,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C5698BF8-6CC1-4EFE-B494-77BA86535AFD,https://www.MilitaryChild.org,www.MilitaryChild.org,"['https://www.facebook.com/https://www.facebook.com/MilitaryChild', 'https://twitter.com/https://x.com/militarychild?lang=en/', 'https://www.instagram.com/https://www.instagram.com/MilitaryChild_mcec/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/militarychildeducationcoalition/mycompany/', 'https://www.MilitaryChild.org']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/MilitaryChild', 'twitter': 'https://twitter.com/https://x.com/militarychild?lang=en/', 'instagram': 'https://www.instagram.com/https://www.instagram.com/MilitaryChild_mcec/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/militarychildeducationcoalition/mycompany/'}","MCEC supports all military-connected children by educating, advocating, and collaborating to resolve education challenges associated with the military lifestyle. MCEC is a global 501(c)(3) nonprofit organization that helps children growing up in military families by providing programs, resources, and guidance—helping the child stay on course academically, socially, and emotionally.",[],,,2025-08-25 16:01:24,0.8,"CEO

Military Child Education Coalition
909 Mountain Lion Circle
Harker Heights, TX 76548",,Harker Heights,TX,76548,United States,US,31.0746347,-97.6590473,geocoded
Milliken & Company,3419,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C8F7C7D9-298A-EF11-8107-E02365054D38,https://www.milliken.com/en-us/businesses/textile/government-and-defense,www.milliken.com,"['https://www.instagram.com/millikentextiles', 'https://www.linkedin.com/company/millikentextiles', 'https://www.milliken.com/en-us/businesses/textile/government-and-defense']","{'instagram': 'https://www.instagram.com/millikentextiles', 'linkedin': 'https://www.linkedin.com/company/millikentextiles'}","Milliken & Company is a key partner and trusted manufacturer of high-performance technical textiles to the United States Military. Our responsibility as a military uniform supplier makes our primary mission clear: To develop and engineer protection for warfighters which increase protection levels and providing enhanced comfort, moisture management.",[],,,2025-08-25 16:01:30,0.8," Company
920 Milliken Road
Spartanburg, SC 29303",920 Milliken Road,Spartanburg,SC,29303,United States,US,34.987491,-81.9585287,geocoded
Mistral Group,3313,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/BAEA2F68-418A-EF11-8107-E02365054D38,https://www.mistralinc.com,www.mistralinc.com,['https://www.mistralinc.com'],{},"We are committed to delivering advanced systems, technologies and products to you and your team. We provide you with the highest quality equipment and solutions to fill your operational gaps through intimate relationships, an in-depth understanding of your needs, and transparency.",[],,,2025-08-25 16:01:37,0.6,"

Contact Info
Crystal Watson
Business Development Specialist

Mistral Group
7910 WOODMONT AVE
STE 820
BETHESDA, MD 20814",,7910 WOODMONT AVE,ST,,USA,US,,,unknown
"ModalAI, Inc.",441,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/510508F8-2FA8-EF11-8109-89D6F48D9B9D,,,['https://www.linkedin.com/company/https://www.linkedin.com/company/18733042/'],{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/18733042/'},"ModalAI® designs and manufactures Blue UAS Framework autopilots and NDAA-compliant drones built in the U.S. Our trusted, autonomous systems enable secure, GPS-denied navigation and AI-powered flight for government and defense applications. We empower rapid deployment with ready-to-fly platforms and developer tools optimized for critical indoor and outdoor missions.",[],,,2025-08-25 16:01:44,0.6,"
10855 Sorrento Valley Road
Suite 2
San Diego, CA 92121",,San Diego,CA,92121,United States,US,32.8217025,-117.1303566,geocoded
"Moog, Inc.",7807,Hall DE,https://maps.goeshow.com/ausa/annual/2025/D386BE2C-3D8A-EF11-8107-E02365054D38,https://www.moog.com/defense,www.moog.com,"['https://www.facebook.com/https://www.facebook.com/MoogInc', 'https://twitter.com/https://x.com/Moog_Inc', 'https://www.instagram.com/https://www.instagram.com/moog.inc/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/moog-sdg/', 'https://www.moog.com/defense']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/MoogInc', 'twitter': 'https://twitter.com/https://x.com/Moog_Inc', 'instagram': 'https://www.instagram.com/https://www.instagram.com/moog.inc/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/moog-sdg/'}","Moog is a global designer, manufacturer, and integrator of precision motion control and stabilization systems. We offer high-performance solutions across air, land, and sea platforms. Military forces around the globe recognize us for turreted weapon systems, c-UAS, ammunition handling, missile steering, weapon stores management systems, vehicle conversions/upgrades, and undersea actuation.",[],,,2025-08-25 16:01:49,0.8,"
500 Jamison Road
East Aurora, NY 14052",500 Jamison Road,East Aurora,NY,14052,United States,US,42.7579865,-78.6375238,geocoded
MOORI Technologies Co.,7519,Hall DE,https://maps.goeshow.com/ausa/annual/2025/050A6B53-594B-F011-8109-89D6F48D9B9D,https://mooritech.com,mooritech.com,['https://mooritech.com'],{},"MOORI is an Electro-optic company located in Korea with a philosophy of excellence and self-reliance in rigid, foundational technologies involving solid-state lasers, LRFs, and FTIR spectrometers.",[],,,2025-08-25 16:01:55,0.7,,,,,,USA,US,39.7837304,-100.445882,geocoded
MoTeC Pty Ltd,525,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/C4AD7C94-7151-F011-8109-89D6F48D9B9D,https://www.motec.com.au,www.motec.com.au,"['https://www.facebook.com/motecusa', 'https://www.instagram.com/motecusa', 'https://www.linkedin.com/company/motec-systems-usa', 'https://www.motec.com.au']","{'facebook': 'https://www.facebook.com/motecusa', 'instagram': 'https://www.instagram.com/motecusa', 'linkedin': 'https://www.linkedin.com/company/motec-systems-usa'}","MoTeC is an Australian company that develops, manufactures and delivers specialist electronics for the demanding application environments of Motorsports, Defense, Mining, eMobility, and a range of other sectors requiring tough and reliable solutions. MoTeC is represented in the USA by MoTeC USA, an independent American company.",[],,,2025-08-25 16:02:00,0.6,"525
Data Recording and St 121 Merrindale Dr",,525,,,Data Recording and St 121 Merrindale Dr,,,,unknown
Motorola Solutions,6721,Hall DE,https://maps.goeshow.com/ausa/annual/2025/74633D51-9F89-EF11-8107-E02365054D38,https://www.motorolasolutions.com/en_us/solutions/defense.html,www.motorolasolutions.com,"['https://www.facebook.com/facebook.com/https://www.facebook.com/MotorolaSolutions', 'https://twitter.com/twitter.com/https://x.com/MotoSolutions', 'https://www.instagram.com/instagram.com/https://www.instagram.com/motorolasolutions/', 'https://www.linkedin.com/company/linkedin.com/in/https://www.linkedin.com/company/motorolasolutions/', 'https://www.motorolasolutions.com/en_us/solutions/defense.html']","{'facebook': 'https://www.facebook.com/facebook.com/https://www.facebook.com/MotorolaSolutions', 'twitter': 'https://twitter.com/twitter.com/https://x.com/MotoSolutions', 'instagram': 'https://www.instagram.com/instagram.com/https://www.instagram.com/motorolasolutions/', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/https://www.linkedin.com/company/motorolasolutions/'}","Motorola Solutions empowers military missions with situational intelligence and critical communications. We connect teams with converged voice, video, and data enhancing decision-making with advanced video surveillance and command software then give command more control over critical communications. Our counter-UAS capabilities neutralize threats while our Silvus acquisition expands our MANET capabilities.",[],,,2025-08-25 16:02:06,0.8,"

Contact Info
Brian Abell
Federal Marketing Lead

Motorola Solutions
809 Pinnacle Drive
Suite G
Linthicum Heights, MD 21090",,Linthicum Heights,MD,21090,United States,US,39.2039094,-76.6597094,geocoded
Mountain Horse Solutions,943,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5CA2FE5D-E142-F011-8109-89D6F48D9B9D,https://mtnhorse.com/,mtnhorse.com,['https://mtnhorse.com/'],{},"Mountain Horse Solutions, a subsidiary of Global Ordnance, LLC, provides rapid response customized equipment, systems, and training for infectious disease, security, technology, chemical, biological, radiological, nuclear, and explosive (CBRNE) hazards. We specially design innovative solutions, to meet the individual unique threats, needs, and requirements of military first responders.",[],,,2025-08-25 16:02:13,0.8,"
STE H
Colorado Springs, CO 80903",,Colorado Springs,CO,80903,United States,US,38.8339578,-104.825348,geocoded
Multicut A/S,1703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/F6FEAD06-2B36-F011-8109-89D6F48D9B9D,https://multicut.dk/,multicut.dk,"['https://www.facebook.com/https://www.facebook.com/multicutas', 'https://www.linkedin.com/company/https://www.linkedin.com/company/multicut-a-s', 'https://multicut.dk/']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/multicutas', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/multicut-a-s'}","Multicut make scalable manufacturing solutions utilizing automatic production flows ensuring that your expectations are always met for all projects where turning, milling and assembling are needed. As a global, leading supplier, we invest in the newest revolution, Industry 4.0, and employ its principles daily in our manufacturing setup.",[],,,2025-08-25 16:02:20,0.7,,,,,,Denmark,DK,55.670249,10.3333283,geocoded
MyDefence A/S,1703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/DD72D8D4-283D-F011-8109-89D6F48D9B9D,https://www.mydefence.com,www.mydefence.com,"['https://www.facebook.com/https://www.facebook.com/MyDefenceOfficial/', 'https://twitter.com/https://twitter.com/MyDefence', 'https://www.instagram.com/https://www.instagram.com/mydefence_official/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/mydefence-as/', 'https://www.mydefence.com']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/MyDefenceOfficial/', 'twitter': 'https://twitter.com/https://twitter.com/MyDefence', 'instagram': 'https://www.instagram.com/https://www.instagram.com/mydefence_official/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/mydefence-as/'}","At MyDefence, we specialize in next-generation solutions for detecting and neutralizing drone threats. Combining advanced radio frequency technology with rapid response capabilities, we develop tools designed to meet the challenges of modern warfare and security.",[],,,2025-08-25 16:02:26,0.7,,,,,,USA,US,39.7837304,-100.445882,geocoded
Nammo Defense Systems Inc.,3139,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/CEEAA616-2B8A-EF11-8107-E02365054D38,https://www.nammo.com,www.nammo.com,"['https://twitter.com/@nammo', 'https://www.linkedin.com/company/nammo-defense-systems-inc', 'https://www.nammo.com']","{'twitter': 'https://twitter.com/@nammo', 'linkedin': 'https://www.linkedin.com/company/nammo-defense-systems-inc'}","Nammo is an international aerospace and defense company headquartered in Norway. The company is one of the world’s leading providers of ammunition and rocket motors for both military and civilian customers, with more than 27 sites and offices in 11 countries – including the United States.",[],,,2025-08-25 16:02:31,0.8,"
4051 North Higley Road
Mesa, AZ 85215",4051 North Higley Road,Mesa,AZ,85215,United States,US,33.4903214,-111.7169523,geocoded
National Advanced Mobility Consortium (NAMC),4047,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/1EF62115-F68A-EF11-8109-89D6F48D9B9D,https://www.namconsortium.org/,www.namconsortium.org,"['https://twitter.com/@NAMConsortium', 'https://www.linkedin.com/company/namconsortium', 'https://www.namconsortium.org/']","{'twitter': 'https://twitter.com/@NAMConsortium', 'linkedin': 'https://www.linkedin.com/company/namconsortium'}",The National Advanced Mobility Consortium (NAMC) is a nonprofit trusted by the DoD for advanced ground vehicle and intelligent systems technologies. Visit booth 4047 to explore streamlined acquisition pathways and cutting-edge solutions from NAMC Members advancing mission-critical defense capabilities.,[],,,2025-08-25 16:02:38,0.8," Suite 200
Ann Arbor, MI 48108",,Ann Arbor,MI,48108,United States,US,42.2813722,-83.7484616,geocoded
National Armaments Consortium,3813,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/F64187F3-5D8A-EF11-8107-E02365054D38,https://www.nacconsortium.org,www.nacconsortium.org,"['https://twitter.com/https://twitter.com/NACConsortium', 'https://www.linkedin.com/company/https://www.linkedin.com/company/national-armaments-consortium/', 'https://www.nacconsortium.org']","{'twitter': 'https://twitter.com/https://twitter.com/NACConsortium', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/national-armaments-consortium/'}",,[],,,2025-08-25 16:02:45,0.7," Program Manager

National Armaments Consortium
315 Sigma Drive
Summerville, SC 29486",315 Sigma Drive,Summerville,SC,29486,United States,US,33.0410976,-80.1482802,geocoded
National Cemetery Administration,468,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/413AB21C-E233-4811-BB07-D4FD42873BCB,,,['https://twitter.com/@VANatCemeteries'],{'twitter': 'https://twitter.com/@VANatCemeteries'},"Department of Veterans Affairs (VA) provides the best care and benefits that our Veterans and their families have earned. Visit the Veterans Pavilion to speak directly with the VA representatives regarding VA Health Care and Benefits. For information on VA Benefits and Services, visit Choose.VA.gov.",[],,,2025-08-25 16:02:51,0.6,"

Contact Info
Larry Provost

National Cemetery Administration
810 Vermont Avenue Northwest
Washington, DC 20420",810 Vermont Avenue,Washington,DC,20420,United States,US,38.894861,-77.0401837,geocoded
National Defense Corporation,761,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/6766088D-F38A-EF11-8109-89D6F48D9B9D,https://www.nationaldefensecorp.com,www.nationaldefensecorp.com,['https://www.nationaldefensecorp.com'],{},"National Defense Corp is a consolidation point for its companies. The Defense segment companies include: AMTEC - Mechanical fuzes and 40mm System Prime Contractor; SPECTRA Technologies - Explosive LAP services; AMRON - medium caliber cartridge cases; TECH ORD - detonators, primers, pellets; and WOODLAWN - metal components.",[],,,2025-08-25 16:02:56,0.8," Programs

National Defense Corporation
4230 Capital Circle
Janesville, WI 53546",,Janesville,WI,53546,United States,US,42.6829765,-89.0226793,geocoded
National Defense Industrial Association (NDIA),4019,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/F68D43E4-882C-41A7-A6DF-C73FD65568CC,https://www.NDIA.org,www.NDIA.org,['https://www.NDIA.org'],{},"NDIA a non-profit, educational association representing industry, government, and academia. With 1,720 companies and 67,000 individuals, NDIA, along with its affiliates NTSA, ETI, and WID, provides essential networking, knowledge, and business development. Together, they promote collaboration to deliver cutting-edge technology, weapons, equipment, training, and support to warfighters and first responders.",[],,,2025-08-25 16:03:02,0.8,"
2101 Wilson Boulevard
Suite 700
Arlington, VA 22201",,Arlington,VA,22201,United States,US,38.8769326,-77.0893094,geocoded
Navy Federal Credit Union,638,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/6D94BA52-8589-EF11-8107-E02365054D38,https://www.navyfederal.org,www.navyfederal.org,"['https://www.facebook.com/https://www.facebook.com/NavyFederal', 'https://twitter.com/https://twitter.com/navyfederal', 'https://www.instagram.com/https://www.instagram.com/navyfederal/', 'https://www.linkedin.com/company/https://www.linkedin.com/company/navy-federal-credit-union', 'https://www.navyfederal.org']","{'facebook': 'https://www.facebook.com/https://www.facebook.com/NavyFederal', 'twitter': 'https://twitter.com/https://twitter.com/navyfederal', 'instagram': 'https://www.instagram.com/https://www.instagram.com/navyfederal/', 'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/navy-federal-credit-union'}","Navy Federal Credit Union gives you the financial products and services you need for your life's mission. No matter where your career takes you, Navy Federal is with you. Serving the Army, National Guard, DoD, veterans and their families. Our Members Are the Mission®. Insured by NCUA.",[],,,2025-08-25 16:03:07,0.8,"

Contact Info
Clay Stackhouse

Navy Federal Credit Union
820 Follin Lane Southeast
Vienna, VA 22180",820 Follin Lane,Vienna,VA,22180,United States,US,38.9013729,-77.2651762,geocoded
Nevada Automotive Test Center,642,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/5155DFB7-F38A-EF11-8109-89D6F48D9B9D,https://www.natc-ht.com,www.natc-ht.com,"['https://www.linkedin.com/company/https://www.linkedin.com/company/nevada-automotive-testing-center', 'https://www.natc-ht.com']",{'linkedin': 'https://www.linkedin.com/company/https://www.linkedin.com/company/nevada-automotive-testing-center'},"With over 60 years of automotive test experience, Nevada Automotive Test Center is a leader in translating real-world conditions into validated virtual proving ground simulation and prototyping. Automotive survivability test capabilities and engineering resources allow NATC to support the delivery of proven solutions to the field.",[],,,2025-08-25 16:03:14,0.6,"

Contact Info
Lacy Gruenloh
Business Development Manager

Nevada Automotive Test Center
PO Box 234
Carson City, NV 89702",,Nevada Automotive Test Center,PO,,USA,US,,,unknown
New Use Energy,3703,Hall ABC,https://maps.goeshow.com/ausa/annual/2025/1DA0E4C4-0540-F011-8109-89D6F48D9B9D,https://www.newuseenergy.com,www.newuseenergy.com,"['https://www.facebook.com/facebook.com/newuseenergy', 'https://twitter.com/twitter.com/newuseenergy', 'https://www.instagram.com/instagram.com/newuseenergy', 'https://www.linkedin.com/company/linkedin.com/in/new-use-energy/', 'https://www.newuseenergy.com']","{'facebook': 'https://www.facebook.com/facebook.com/newuseenergy', 'twitter': 'https://twitter.com/twitter.com/newuseenergy', 'instagram': 'https://www.instagram.com/instagram.com/newuseenergy', 'linkedin': 'https://www.linkedin.com/company/linkedin.com/in/new-use-energy/'}","New Use Energy Solutions, Inc (NUE) is an American provider of professional grade mobile and rapidly deployable power stations now serving as alternatives to fossil fuel powered generators for a fast growing list of devices from satcoms, 5G private networks, drones, EW, medical devices and more.",[],,,2025-08-25 16:03:19,0.8," Ste 120
Anacortes, WA 98221",,Anacortes,WA,98221,United States,US,48.516844,-122.6125717,geocoded
