Institution Name,State,City,program,Contact Email,Website,Contact Name
Sandhills Community College,NC,Pinehurst,Diesel & Automotive Tech,presidentsoffice@sandhills.edu,https://www.sandhills.edu/,Dr. Alexander Stewart
Sandhills Community College,NC,Pinehurst,Construction,presidentsoffice@sandhills.edu,https://www.sandhills.edu/,Dr. Alexander Stewart
Sandhills Community College,NC,Pinehurst,Welding,presidentsoffice@sandhills.edu,https://www.sandhills.edu/,Dr. Alexander Stewart
Sandhills Community College,NC,Pinehurst,Plumbing & Pipefitting,presidentsoffice@sandhills.edu,https://www.sandhills.edu/,Dr. Alexander Stewart
Sandhills Community College,NC,Pinehurst,Machine & Mechanical Systems,presidentsoffice@sandhills.edu,https://www.sandhills.edu/,Dr. Alexander Stewart
Sandhills Community College,NC,Pinehurst,HVAC,presidentsoffice@sandhills.edu,https://www.sandhills.edu/,Dr. Alexander Stewart
Southeastern Community College,NC,Whiteville,Diesel & Automotive Tech,chris.english@sccnc.edu,www.sccnc.edu/,Chris English
Southeastern Community College,NC,Whiteville,HVAC,chris.english@sccnc.edu,www.sccnc.edu/,Chris English
Southeastern Community College,NC,Whiteville,Construction,chris.english@sccnc.edu,www.sccnc.edu/,Chris English
Southeastern Community College,NC,Whiteville,Machine & Mechanical Systems,chris.english@sccnc.edu,www.sccnc.edu/,Chris English
Southeastern Community College,NC,Whiteville,Welding,chris.english@sccnc.edu,www.sccnc.edu/,Chris English
Stanly Community College,NC,Albemarle,Construction,jenamait1211@stanly.edu,www.stanly.edu/,Dr. John Enamait
Stanly Community College,NC,Albemarle,Plumbing & Pipefitting,jenamait1211@stanly.edu,www.stanly.edu/,Dr. John Enamait
Stanly Community College,NC,Albemarle,Welding,jenamait1211@stanly.edu,www.stanly.edu/,Dr. John Enamait
Stanly Community College,NC,Albemarle,Diesel & Automotive Tech,jenamait1211@stanly.edu,www.stanly.edu/,Dr. John Enamait
Stanly Community College,NC,Albemarle,HVAC,jenamait1211@stanly.edu,www.stanly.edu/,Dr. John Enamait
Surry Community College,NC,Dobson,HVAC,shockleyd@surry.edu,https://surry.edu/,Dr. David Shockley
Surry Community College,NC,Dobson,Diesel & Automotive Tech,shockleyd@surry.edu,https://surry.edu/,Dr. David Shockley
Surry Community College,NC,Dobson,Machine & Mechanical Systems,shockleyd@surry.edu,https://surry.edu/,Dr. David Shockley
Surry Community College,NC,Dobson,Welding,shockleyd@surry.edu,https://surry.edu/,Dr. David Shockley
Alamance Community College,NC,Graham,HVAC,kgingle590@alamancecc.edu,www.alamancecc.edu/,Dr. Ken Ingle
Alamance Community College,NC,Graham,Diesel & Automotive Tech,kgingle590@alamancecc.edu,www.alamancecc.edu/,Dr. Ken Ingle
Alamance Community College,NC,Graham,CAD/CAM Drafting,kgingle590@alamancecc.edu,www.alamancecc.edu/,Dr. Ken Ingle
Alamance Community College,NC,Graham,Machine & Mechanical Systems,kgingle590@alamancecc.edu,www.alamancecc.edu/,Dr. Ken Ingle
Alamance Community College,NC,Graham,Welding,kgingle590@alamancecc.edu,www.alamancecc.edu/,Dr. Ken Ingle
Tri-County Community College,NC,Murphy,Diesel & Automotive Tech,dtipton@tricountycc.edu,https://www.tricountycc.edu/,Dr. Donna Tipton-Rogers
Tri-County Community College,NC,Murphy,HVAC,dtipton@tricountycc.edu,https://www.tricountycc.edu/,Dr. Donna Tipton-Rogers
Tri-County Community College,NC,Murphy,Construction,dtipton@tricountycc.edu,https://www.tricountycc.edu/,Dr. Donna Tipton-Rogers
Tri-County Community College,NC,Murphy,Welding,dtipton@tricountycc.edu,https://www.tricountycc.edu/,Dr. Donna Tipton-Rogers
Vance-Granville Community College,NC,Henderson,HVAC,desmarais@vgcc.edu,www.vgcc.edu/,Dr. Rachel Desmarais
Vance-Granville Community College,NC,Henderson,Diesel & Automotive Tech,desmarais@vgcc.edu,www.vgcc.edu/,Dr. Rachel Desmarais
Vance-Granville Community College,NC,Henderson,Welding,desmarais@vgcc.edu,www.vgcc.edu/,Dr. Rachel Desmarais
Vance-Granville Community College,NC,Henderson,Woodworking & Carpentry,desmarais@vgcc.edu,www.vgcc.edu/,Dr. Rachel Desmarais
Wake Technical Community College,NC,Raleigh,Construction,sralls@waketech.edu,www.waketech.edu/,Scott Ralls
Wake Technical Community College,NC,Raleigh,HVAC,sralls@waketech.edu,www.waketech.edu/,Scott Ralls
Wake Technical Community College,NC,Raleigh,Diesel & Automotive Tech,sralls@waketech.edu,www.waketech.edu/,Scott Ralls
Wayne Community College,NC,Goldsboro,HVAC,pfeiffer@waynecc.edu,www.waynecc.edu/,"Patricia Pfeiffer, Ed.D"
Wayne Community College,NC,Goldsboro,Machine & Mechanical Systems,pfeiffer@waynecc.edu,www.waynecc.edu/,"Patricia Pfeiffer, Ed.D"
Wayne Community College,NC,Goldsboro,Welding,pfeiffer@waynecc.edu,www.waynecc.edu/,"Patricia Pfeiffer, Ed.D"
Wayne Community College,NC,Goldsboro,Diesel & Automotive Tech,pfeiffer@waynecc.edu,www.waynecc.edu/,"Patricia Pfeiffer, Ed.D"
Western Piedmont Community College,NC,Morganton,Construction,jwelch@wpcc.edu,https://www.wpcc.edu/,Joel Welch
Western Piedmont Community College,NC,Morganton,HVAC,jwelch@wpcc.edu,https://www.wpcc.edu/,Joel Welch
Western Piedmont Community College,NC,Morganton,Machine & Mechanical Systems,jwelch@wpcc.edu,https://www.wpcc.edu/,Joel Welch
Western Piedmont Community College,NC,Morganton,Welding,jwelch@wpcc.edu,https://www.wpcc.edu/,Joel Welch
Wilkes Community College,NC,Wilkesboro,Construction,mdrodgers989@wilkescc.edu,www.wilkescc.edu/,Mike Rodgers
Wilkes Community College,NC,Wilkesboro,Welding,mdrodgers989@wilkescc.edu,www.wilkescc.edu/,Mike Rodgers
Wilkes Community College,NC,Wilkesboro,Machine & Mechanical Systems,mdrodgers989@wilkescc.edu,www.wilkescc.edu/,Mike Rodgers
Wilkes Community College,NC,Wilkesboro,Electronics,mdrodgers989@wilkescc.edu,www.wilkescc.edu/,Mike Rodgers
Bismarck State College,ND,Bismarck,Diesel & Automotive Tech,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/,Daniel Leingang
Bismarck State College,ND,Bismarck,Woodworking & Carpentry,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/,Daniel Leingang
Bismarck State College,ND,Bismarck,Construction,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/,Daniel Leingang
Bismarck State College,ND,Bismarck,Electronics,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/,Daniel Leingang
Bismarck State College,ND,Bismarck,Machine & Mechanical Systems,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/,Daniel Leingang
Bismarck State College,ND,Bismarck,Welding,daniel.leingang@bismarckstate.edu,https://bismarckstate.edu/,Daniel Leingang
Dickinson State University,ND,Dickinson,Welding,Scott.Molander@dickinsonstate.edu,www.dickinsonstate.edu/,Scott Molander
Nueta Hidatsa Sahnish College,ND,New Town,Welding,tbaker@nhsc.edu,www.nhsc.edu/,Dr. Twyla Baker
North Dakota State College of Science,ND,Wahpeton,Diesel & Automotive Tech,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
North Dakota State College of Science,ND,Wahpeton,Construction,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
North Dakota State College of Science,ND,Wahpeton,Woodworking & Carpentry,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
North Dakota State College of Science,ND,Wahpeton,HVAC,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
North Dakota State College of Science,ND,Wahpeton,Machine & Mechanical Systems,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
North Dakota State College of Science,ND,Wahpeton,Plumbing & Pipefitting,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
North Dakota State College of Science,ND,Wahpeton,Welding,rod.flanigan@ndscs.edu,https://www.ndscs.edu/,Rod Flanigan
Williston State College,ND,Williston,Electronics,bernell.hirning@willistonstate.edu,https://willistonstate.edu/,Dr. Bernell Hirning
Williston State College,ND,Williston,Diesel & Automotive Tech,bernell.hirning@willistonstate.edu,https://willistonstate.edu/,Dr. Bernell Hirning
Williston State College,ND,Williston,Welding,bernell.hirning@willistonstate.edu,https://willistonstate.edu/,Dr. Bernell Hirning
Sitting Bull College,ND,Fort Yates,Welding,tomi.phillips@sittingbull.edu,https://www.sittingbull.edu/,Tomi Kay Phillips
United Tribes Technical College,ND,Bismarck,Diesel & Automotive Tech,lazure@uttc.edu,https://uttc.edu/,Lisa Azure
United Tribes Technical College,ND,Bismarck,Welding,lazure@uttc.edu,https://uttc.edu/,Lisa Azure
Apollo Career Center,OH,Lima,HVAC,keith.horner@apollocc.org,https://www.apollocareercenter.com/adult-education/,Keith Horner
Apollo Career Center,OH,Lima,Welding,keith.horner@apollocc.org,https://www.apollocareercenter.com/adult-education/,Keith Horner
Ashtabula County Technical and Career Campus,OH,Jefferson,Diesel & Automotive Tech,—,www.atech.edu/,Scott Wludyga
Ashtabula County Technical and Career Campus,OH,Jefferson,Construction,—,www.atech.edu/,Scott Wludyga
Ashtabula County Technical and Career Campus,OH,Jefferson,Woodworking & Carpentry,—,www.atech.edu/,Scott Wludyga
Ashtabula County Technical and Career Campus,OH,Jefferson,Welding,—,www.atech.edu/,Scott Wludyga
Auburn Career Center,OH,Concord Twp,HVAC,—,https://www.auburncc.org/,Kelley Golinar
Auburn Career Center,OH,Concord Twp,Machine & Mechanical Systems,—,https://www.auburncc.org/,Kelley Golinar
Auburn Career Center,OH,Concord Twp,Welding,—,https://www.auburncc.org/,Kelley Golinar
Auburn Career Center,OH,Concord Twp,Diesel & Automotive Tech,—,https://www.auburncc.org/,Kelley Golinar
Belmont College,OH,St Clairsville,HVAC,admissions@belmontcollege.edu,www.belmontcollege.edu/,Admissions Office
Belmont College,OH,St Clairsville,Welding,admissions@belmontcollege.edu,www.belmontcollege.edu/,Admissions Office
Bryant & Stratton College-Parma,OH,Parma,Electronics,parcontactcampus@bryantstratton.edu,https://www.bryantstratton.edu/,General Contact
Buckeye Hills Career Center,OH,Rio Grande,HVAC,nashj@buckeyehills.net,www.buckeyehills.net/,Jamie Nash
Buckeye Hills Career Center,OH,Rio Grande,Welding,nashj@buckeyehills.net,www.buckeyehills.net/,Jamie Nash
Butler Technology and Career Development Schools,OH,Monroe,HVAC,—,www.butlertech.org/,General Phone
Butler Technology and Career Development Schools,OH,Monroe,Welding,—,www.butlertech.org/,General Phone
Butler Technology and Career Development Schools,OH,Monroe,Plumbing & Pipefitting,—,www.butlertech.org/,General Phone
Canton City Schools Adult Career and Technical Education,OH,Canton,HVAC,talbert_j2@ccsdistrict.org,https://www.ccsdistrict.org/site/default.aspx?PageID=189, Jeffery S. Talbert
Canton City Schools Adult Career and Technical Education,OH,Canton,Welding,talbert_j2@ccsdistrict.org,https://www.ccsdistrict.org/site/default.aspx?PageID=189, Jeffery S. Talbert
University of Cincinnati-Main Campus,OH,Cincinnati,Construction,rameykr@ucmail.uc.edu,www.uc.edu/,Kristin Ford
Cincinnati State Technical and Community College,OH,Cincinnati,Machine & Mechanical Systems,askWDC@cincinnatistate.edu,www.cincinnatistate.edu/,General Contact
Cincinnati State Technical and Community College,OH,Cincinnati,Construction,askWDC@cincinnatistate.edu,www.cincinnatistate.edu/,General Contact
University of Cincinnati-Clermont College,OH,Batavia,Machine & Mechanical Systems,blassirm@ucmail.uc.edu,www.ucclermont.edu/,Ron Blassingame
University of Cincinnati-Clermont College,OH,Batavia,CAD/CAM Drafting,blassirm@ucmail.uc.edu,www.ucclermont.edu/,Ron Blassingame
Clark State College,OH,Springfield,CAD/CAM Drafting,—,https://www.clarkstate.edu/,Dr. Jo Blondin
Clark State College,OH,Springfield,HVAC,—,https://www.clarkstate.edu/,Dr. Jo Blondin
Clark State College,OH,Springfield,Machine & Mechanical Systems,—,https://www.clarkstate.edu/,Dr. Jo Blondin
Clark State College,OH,Springfield,Welding,—,https://www.clarkstate.edu/,Dr. Jo Blondin
Columbus State Community College,OH,Columbus,Diesel & Automotive Tech,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Columbus State Community College,OH,Columbus,CAD/CAM Drafting,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Columbus State Community College,OH,Columbus,Woodworking & Carpentry,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Columbus State Community College,OH,Columbus,Construction,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Columbus State Community College,OH,Columbus,HVAC,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Columbus State Community College,OH,Columbus,Plumbing & Pipefitting,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Columbus State Community College,OH,Columbus,Welding,dth@cscc.edu,https://www.cscc.edu/,David Harrison
Cuyahoga Community College District,OH,Cleveland,Construction,meghan.estes@tri-c.edu,www.tri-c.edu/,Meghan Estes
Cuyahoga Community College District,OH,Cleveland,Woodworking & Carpentry,meghan.estes@tri-c.edu,www.tri-c.edu/,Meghan Estes
Cuyahoga Community College District,OH,Cleveland,Machine & Mechanical Systems,meghan.estes@tri-c.edu,www.tri-c.edu/,Meghan Estes
Cuyahoga Community College District,OH,Cleveland,Plumbing & Pipefitting,meghan.estes@tri-c.edu,www.tri-c.edu/,Meghan Estes
Edison State Community College,OH,Piqua,Machine & Mechanical Systems,cspradlin@edisonohio.edu,www.edisonohio.edu/,Christopher Spradlin
Edison State Community College,OH,Piqua,Welding,cspradlin@edisonohio.edu,www.edisonohio.edu/,Christopher Spradlin
EHOVE Career Center,OH,Milan,Machine & Mechanical Systems,CMcCully@EHOVE.net,www.ehove.net/,Chris M. McCully
EHOVE Career Center,OH,Milan,Welding,CMcCully@EHOVE.net,www.ehove.net/,Chris M. McCully
Great Oaks Career Campuses,OH,Cincinnati,Diesel & Automotive Tech,SnyderH@greatoaks.com,www.greatoaks.com/,Harry Snyder
Great Oaks Career Campuses,OH,Cincinnati,Construction,SnyderH@greatoaks.com,www.greatoaks.com/,Harry Snyder
Great Oaks Career Campuses,OH,Cincinnati,HVAC,SnyderH@greatoaks.com,www.greatoaks.com/,Harry Snyder
Great Oaks Career Campuses,OH,Cincinnati,Welding,SnyderH@greatoaks.com,www.greatoaks.com/,Harry Snyder
Fort Hayes Metropolitan Education Center,OH,,HVAC,forthayeshs@columbus.k12.oh.us,https://www.ccsoh.us/forthayeshs#calendar29472/20250822/month,General Contact
Fort Hayes Metropolitan Education Center,OH,,Woodworking & Carpentry,forthayeshs@columbus.k12.oh.us,https://www.ccsoh.us/forthayeshs#calendar29472/20250822/month,General Contact
Fort Hayes Metropolitan Education Center,OH,,Construction,forthayeshs@columbus.k12.oh.us,https://www.ccsoh.us/forthayeshs#calendar29472/20250822/month,General Contact
Fort Hayes Metropolitan Education Center,OH,,Welding,forthayeshs@columbus.k12.oh.us,https://www.ccsoh.us/forthayeshs#calendar29472/20250822/month,General Contact
Fort Hayes Metropolitan Education Center,OH,,Diesel & Automotive Tech,forthayeshs@columbus.k12.oh.us,https://www.ccsoh.us/forthayeshs#calendar29472/20250822/month,General Contact
Hobart Institute of Welding Technology,OH,Troy,Welding,hiwt@welding.org,www.welding.org/,General Contact
Hocking College,OH,Nelsonville,Welding,youngb@hocking.edu,www.hocking.edu/,Betty Young
Hocking College,OH,Nelsonville,Diesel & Automotive Tech,youngb@hocking.edu,www.hocking.edu/,Betty Young
Hocking College,OH,Nelsonville,Construction,youngb@hocking.edu,www.hocking.edu/,Betty Young
Hocking College,OH,Nelsonville,HVAC,youngb@hocking.edu,www.hocking.edu/,Betty Young
Kent State University at Tuscarawas,OH,New Philadelphia,CAD/CAM Drafting,kburhann@kent.edu,www.kent.edu/tusc,Kenneth Burhanna
Kent State University at Salem,OH,Salem,CAD/CAM Drafting,tmcfadd1@kent.edu,www.kent.edu/columbiana,Tim McFadden
Lake Erie College,OH,Painesville,HVAC,jkinnaird@lec.edu,www.lec.edu/,Jenni Kinnaird
Lakeland Community College,OH,Kirtland,Construction,—,www.lakelandcc.edu/,General Phone
Lakeland Community College,OH,Kirtland,Machine & Mechanical Systems,—,www.lakelandcc.edu/,General Phone
Lakeland Community College,OH,Kirtland,CAD/CAM Drafting,—,www.lakelandcc.edu/,General Phone
Lakeland Community College,OH,Kirtland,Welding,—,www.lakelandcc.edu/,General Phone
Collins Career Technical Center,OH,Chesapeake,Machine & Mechanical Systems,pittisam@collins-cc.edu,www.collins-cc.edu/,Adam Pittis
Collins Career Technical Center,OH,Chesapeake,HVAC,pittisam@collins-cc.edu,www.collins-cc.edu/,Adam Pittis
Collins Career Technical Center,OH,Chesapeake,Welding,pittisam@collins-cc.edu,www.collins-cc.edu/,Adam Pittis
Ohio Business College-Sheffield,OH,Sheffield Village,HVAC,—,www.ohiobusinesscollege.edu/,General Phone
Lorain County Community College,OH,Elyria,Welding,—,https://www.lorainccc.edu/,Marcia Ballinger
Lorain County Community College,OH,Elyria,CAD/CAM Drafting,—,https://www.lorainccc.edu/,Marcia Ballinger
Lorain County Community College,OH,Elyria,Diesel & Automotive Tech,—,https://www.lorainccc.edu/,Marcia Ballinger
Lorain County Community College,OH,Elyria,Machine & Mechanical Systems,—,https://www.lorainccc.edu/,Marcia Ballinger
Lorain County Community College,OH,Elyria,Plumbing & Pipefitting,—,https://www.lorainccc.edu/,Marcia Ballinger
Zane State College,OH,Zanesville,Electronics,admissions@zanestate.edu,www.zanestate.edu/,Admissions Office
Zane State College,OH,Zanesville,Machine & Mechanical Systems,admissions@zanestate.edu,www.zanestate.edu/,Admissions Office
North Central State College,OH,Mansfield,Machine & Mechanical Systems,ddiab@ncstatecollege.edu,https://www.ncstatecollege.edu/,Dorey Diab
Northwest State Community College,OH,Archbold,Machine & Mechanical Systems,contactus@NorthwestState.edu,https://northweststate.edu/,General Contact
Northwest State Community College,OH,Archbold,HVAC,contactus@NorthwestState.edu,https://northweststate.edu/,General Contact
Northwest State Community College,OH,Archbold,Welding,contactus@NorthwestState.edu,https://northweststate.edu/,General Contact
University of Northwestern Ohio,OH,Lima,Diesel & Automotive Tech,yshaffer@unoh.edu,https://www.unoh.edu/,Yvonne Shaffer
University of Northwestern Ohio,OH,Lima,HVAC,yshaffer@unoh.edu,https://www.unoh.edu/,Yvonne Shaffer
University of Northwestern Ohio,OH,Lima,Construction,yshaffer@unoh.edu,https://www.unoh.edu/,Yvonne Shaffer
Ohio Technical College,OH,Cleveland,Diesel & Automotive Tech,admissions@ohiotech.edu,www.ohiotech.edu/,Admissions Office
Ohio Technical College,OH,Cleveland,Welding,admissions@ohiotech.edu,www.ohiotech.edu/,Admissions Office
Ohio University-Lancaster Campus,OH,Lancaster,Machine & Mechanical Systems,maylec@ohio.edu,https://www.ohio.edu/lancaster/,Cindy Mayle
Ohio University-Lancaster Campus,OH,Lancaster,Diesel & Automotive Tech,maylec@ohio.edu,https://www.ohio.edu/lancaster/,Cindy Mayle
Ohio University-Main Campus,OH,Athens,Construction,lori@ohio.edu,https://www.ohio.edu/,Lori Gonzalez
Owens Community College,OH,Perrysburg,Machine & Mechanical Systems,charlene_page@owens.edu,https://www.owens.edu/,Charlene Page
Owens Community College,OH,Perrysburg,Welding,charlene_page@owens.edu,https://www.owens.edu/,Charlene Page
Owens Community College,OH,Perrysburg,HVAC,charlene_page@owens.edu,https://www.owens.edu/,Charlene Page
Owens Community College,OH,Perrysburg,Plumbing & Pipefitting,charlene_page@owens.edu,https://www.owens.edu/,Charlene Page
Cuyahoga Valley Career Center,OH,Brecksville,HVAC,—,www.cvccworks.edu/,General Phone
Cuyahoga Valley Career Center,OH,Brecksville,Machine & Mechanical Systems,—,www.cvccworks.edu/,General Phone
Fortis College-Centerville,OH,Centerville,HVAC,—,https://www.fortiscollege.edu/,General Phone
University of Rio Grande,OH,Rio Grande,Welding,rsmith@rio.edu,https://www.rio.edu/,Ryan Smith
Sinclair Community College,OH,Dayton,Diesel & Automotive Tech,—,www.sinclair.edu/,Steven Johnson
Sinclair Community College,OH,Dayton,CAD/CAM Drafting,—,www.sinclair.edu/,Steven Johnson
Sinclair Community College,OH,Dayton,Electronics,—,www.sinclair.edu/,Steven Johnson
Sinclair Community College,OH,Dayton,HVAC,—,www.sinclair.edu/,Steven Johnson
Sinclair Community College,OH,Dayton,Machine & Mechanical Systems,—,www.sinclair.edu/,Steven Johnson
Sinclair Community College,OH,Dayton,Welding,—,www.sinclair.edu/,Steven Johnson
Stark State College,OH,North Canton,Diesel & Automotive Tech,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stark State College,OH,North Canton,CAD/CAM Drafting,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stark State College,OH,North Canton,Construction,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stark State College,OH,North Canton,HVAC,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stark State College,OH,North Canton,Machine & Mechanical Systems,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stark State College,OH,North Canton,Plumbing & Pipefitting,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stark State College,OH,North Canton,Welding,admissions@starkstate.edu,www.starkstate.edu/,Admissions Office
Stautzenberger College-Maumee,OH,Maumee,Construction,—,https://www.sctoday.edu/,General Phone
Stautzenberger College-Maumee,OH,Maumee,HVAC,—,https://www.sctoday.edu/,General Phone
Southern State Community College,OH,Hillsboro,Machine & Mechanical Systems,nroades@sscc.edu,https://www.sscc.edu/,Nicole Roades
Terra State Community College,OH,Fremont,HVAC,rschuma01@terra.edu,www.terra.edu/,Ronald Schumacher
Terra State Community College,OH,Fremont,Machine & Mechanical Systems,rschuma01@terra.edu,www.terra.edu/,Ronald Schumacher
Terra State Community College,OH,Fremont,Welding,rschuma01@terra.edu,www.terra.edu/,Ronald Schumacher
Tri-County Adult Career Center,OH,Nelsonville,Welding,carnold@tricounty.cc,www.tricountyhightech.com/,Carrie Arnold
Tri-County Adult Career Center,OH,Nelsonville,HVAC,carnold@tricounty.cc,www.tricountyhightech.com/,Carrie Arnold
Tri-County Adult Career Center,OH,Nelsonville,Diesel & Automotive Tech,carnold@tricounty.cc,www.tricountyhightech.com/,Carrie Arnold
Tri-Rivers Career Center,OH,Marion,Diesel & Automotive Tech,cspeelman@tririvers.com,www.tririvers.com/,Aaron Stewart
Tri-Rivers Career Center,OH,Marion,Construction,cspeelman@tririvers.com,www.tririvers.com/,Aaron Stewart
Tri-Rivers Career Center,OH,Marion,Welding,cspeelman@tririvers.com,www.tririvers.com/,Aaron Stewart
Upper Valley Career Center,OH,Piqua,Diesel & Automotive Tech,haakj@uppervalleycc.org,https://www.uppervalleycc.org/o/adult-division,Jason Haak
Upper Valley Career Center,OH,Piqua,Construction,haakj@uppervalleycc.org,https://www.uppervalleycc.org/o/adult-division,Jason Haak
Upper Valley Career Center,OH,Piqua,HVAC,haakj@uppervalleycc.org,https://www.uppervalleycc.org/o/adult-division,Jason Haak
Upper Valley Career Center,OH,Piqua,Machine & Mechanical Systems,haakj@uppervalleycc.org,https://www.uppervalleycc.org/o/adult-division,Jason Haak
Upper Valley Career Center,OH,Piqua,Welding,haakj@uppervalleycc.org,https://www.uppervalleycc.org/o/adult-division,Jason Haak
Washington State Community College,OH,Marietta,Diesel & Automotive Tech,—,www.wscc.edu/,Bradley J. Ebersole
Washington State Community College,OH,Marietta,CAD/CAM Drafting,—,www.wscc.edu/,Bradley J. Ebersole
Washington State Community College,OH,Marietta,Machine & Mechanical Systems,—,www.wscc.edu/,Bradley J. Ebersole
Washington State Community College,OH,Marietta,Electronics,—,www.wscc.edu/,Bradley J. Ebersole
Washington State Community College,OH,Marietta,Welding,—,www.wscc.edu/,Bradley J. Ebersole
Youngstown State University,OH,Youngstown,Construction,president@ysu.edu,https://ysu.edu/,Bill Johnson
Redlands Community College,OK,El Reno,CAD/CAM Drafting,Jena.Marr@redlandscc.edu,www.redlandscc.edu/,Jena Marr
Redlands Community College,OK,El Reno,Diesel & Automotive Tech,Jena.Marr@redlandscc.edu,www.redlandscc.edu/,Jena Marr
Redlands Community College,OK,El Reno,HVAC,Jena.Marr@redlandscc.edu,www.redlandscc.edu/,Jena Marr
Langston University,OK,Langston,CAD/CAM Drafting,president@langston.edu,www.langston.edu/,Ruth Ray Jackson
Murray State College,OK,Tishomingo,CAD/CAM Drafting,tfaltyn@mscok.edu,https://www.mscok.edu/,Tim Faltyn
Murray State College,OK,Tishomingo,Machine & Mechanical Systems,tfaltyn@mscok.edu,https://www.mscok.edu/,Tim Faltyn
Northern Oklahoma College,OK,Tonkawa,Electronics,diana.watkins@noc.edu,www.noc.edu/,Diana Watkins
Oklahoma Panhandle State University,OK,Goodwell,Welding,julie.dinger@opsu.edu,www.opsu.edu/,Julie Dinger
Oklahoma City Community College,OK,Oklahoma City,Diesel & Automotive Tech,mautra.jones@occc.edu,www.occc.edu/,Mautra Jones
Oklahoma City Community College,OK,Oklahoma City,CAD/CAM Drafting,mautra.jones@occc.edu,www.occc.edu/,Mautra Jones
Oklahoma State University Institute of Technology,OK,Okmulgee,HVAC,—,https://osuit.edu/,Chris Benge
Oklahoma State University Institute of Technology,OK,Okmulgee,Construction,—,https://osuit.edu/,Chris Benge
Oklahoma State University Institute of Technology,OK,Okmulgee,Plumbing & Pipefitting,—,https://osuit.edu/,Chris Benge
Oklahoma State University Institute of Technology,OK,Okmulgee,CAD/CAM Drafting,—,https://osuit.edu/,Chris Benge
Rose State College,OK,Midwest City,Electronics,thurst@rose.edu,https://www.rose.edu/,Travis Hurst
Tulsa Community College,OK,Tulsa,Electronics,leigh.goodson@tulsacc.edu,www.tulsacc.edu/,Leigh B. Goodson
Tulsa Community College,OK,Tulsa,CAD/CAM Drafting,leigh.goodson@tulsacc.edu,www.tulsacc.edu/,Leigh B. Goodson
High Plains Technology Center,OK,Woodward,Diesel & Automotive Tech,—,https://www.hptc.edu/,Barclay Holt
High Plains Technology Center,OK,Woodward,Welding,—,https://www.hptc.edu/,Barclay Holt
High Plains Technology Center,OK,Woodward,Construction,—,https://www.hptc.edu/,Barclay Holt
Blue Mountain Community College,OR,Pendleton,Welding,mbrowning@bluecc.edu,https://www.bluecc.edu/,Mark Browning
Blue Mountain Community College,OR,Pendleton,Diesel & Automotive Tech,mbrowning@bluecc.edu,https://www.bluecc.edu/,Mark Browning
Blue Mountain Community College,OR,Pendleton,Construction,mbrowning@bluecc.edu,https://www.bluecc.edu/,Mark Browning
Blue Mountain Community College,OR,Pendleton,Machine & Mechanical Systems,mbrowning@bluecc.edu,https://www.bluecc.edu/,Mark Browning
Central Oregon Community College,OR,Bend,Diesel & Automotive Tech,gpereira@cocc.edu,www.cocc.edu/,Greg Pereira
Central Oregon Community College,OR,Bend,CAD/CAM Drafting,gpereira@cocc.edu,www.cocc.edu/,Greg Pereira
Chemeketa Community College,OR,Salem,HVAC,—,www.chemeketa.edu/,Jessica Howard
Chemeketa Community College,OR,Salem,Plumbing & Pipefitting,—,www.chemeketa.edu/,Jessica Howard
Chemeketa Community College,OR,Salem,Diesel & Automotive Tech,—,www.chemeketa.edu/,Jessica Howard
Chemeketa Community College,OR,Salem,Electronics,—,www.chemeketa.edu/,Jessica Howard
Chemeketa Community College,OR,Salem,Welding,—,www.chemeketa.edu/,Jessica Howard
Clackamas Community College,OR,Oregon City,Diesel & Automotive Tech,kattie.riggs@clackamas.edu,www.clackamas.edu/,Kattie Riggs
Clackamas Community College,OR,Oregon City,Electronics,kattie.riggs@clackamas.edu,www.clackamas.edu/,Kattie Riggs
Clackamas Community College,OR,Oregon City,CAD/CAM Drafting,kattie.riggs@clackamas.edu,www.clackamas.edu/,Kattie Riggs
